"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"00562";"doxepine";"doxépine";"doxepine";"_";"_";"doxépine";"_";"_";true;false
"00563";"doxepine hydrochloride";"doxépine chlorhydrate";"doxepine";"_";"hydrochloride";"doxépine";"_";"chlorhydrate";true;false
"00564";"doxorubicine";"doxorubicine";"doxorubicine";"_";"_";"doxorubicine";"_";"_";true;false
"00621";"eptifibatide";"eptifibatide";"eptifibatide";"_";"_";"eptifibatide";"_";"_";true;false
"00628";"erlotinib";"erlotinib";"erlotinib";"_";"_";"erlotinib";"_";"_";true;false
"00633";"escitalopram";"escitalopram";"escitalopram";"_";"_";"escitalopram";"_";"_";true;false
"02094";"irinotecan hydrochloride";"irinotécan chlorhydrate";"irinotecan";"watervrij";"hydrochloride";"irinotécan";"anhydre";"chlorhydrate";true;false
"02048";"amidotrizoïnezuur";"acide amidotrizoïque";"amidotrizoïnezuur";"_";"_";"acide amidotrizoïque";"_";"_";true;false
"02049";"hydroxyboterzuur";"acide hydroxybutyrique";"hydroxyboterzuur";"_";"_";"acide hydroxybutyrique";"_";"_";true;false
"00258";"busulfan";"busulfan";"busulfan";"_";"_";"busulfan";"_";"_";true;false
"00264";"cabazitaxel";"cabazitaxel";"cabazitaxel";"_";"_";"cabazitaxel";"_";"_";true;false
"00265";"cabergoline";"cabergoline";"cabergoline";"_";"_";"cabergoline";"_";"_";true;false
"02042";"carbonaat";"carbonate";"carbonaat";"_";"_";"carbonate";"_";"_";true;false
"01093";"mazelenvirus (levend verzwakt)";"virus de la rougeole (vivants atténués)";"mazelenvirus";"levend verzwakt [biologisch, viraal]";"_";"virus de la rougeole";"vivants atténués [biologique, viral]";"_";true;false
"00626";"ergotamine tartraat";"ergotamine tartrate";"ergotamine";"_";"tartraat";"ergotamine";"_";"tartrate";true;false
"00629";"erlotinib hydrochloride";"erlotinib chlorhydrate";"erlotinib";"_";"hydrochloride";"erlotinib";"_";"chlorhydrate";true;false
"00637";"esomeprazol";"ésoméprazole";"esomeprazol";"_";"_";"ésoméprazole";"_";"_";true;false
"00644";"estriol";"estriol";"estriol";"_";"_";"estriol";"_";"_";true;false
"00645";"etamsylaat";"étamsylate";"etamsylaat";"_";"_";"étamsylate";"_";"_";true;false
"02090";"ibandronaat natrium";"ibandronate sodium";"ibandronaat";"watervrij";"natrium";"ibandronate";"anhydre";"sodium";true;false
"02095";"lanthaan carbonaat";"lanthane carbonate";"lanthaan";"watervrij";"carbonaat";"lanthane";"anhydre";"carbonate";true;false
"02096";"lapatinib ditosylaat";"lapatinib ditosylate";"lapatinib";"watervrij";"ditosylaat";"lapatinib";"anhydre";"ditosylate";true;false
"00073";"alverine";"alvérine";"alverine";"_";"_";"alvérine";"_";"_";true;false
"00446";"cromoglicinezuur";"acide cromoglicique";"cromoglicinezuur";"_";"_";"acide cromoglicique";"_";"_";true;false
"01306";"oliezuur";"acide oléique";"oliezuur";"_";"_";"acide oléique";"_";"_";true;false
"00438";"colestyramine";"colestyramine";"colestyramine";"_";"_";"colestyramine";"_";"_";true;false
"00738";"flunarizine";"flunarizine";"flunarizine";"_";"_";"flunarizine";"_";"_";true;false
"00747";"fluorouracil";"fluorouracil";"fluorouracil";"_";"_";"fluorouracil";"_";"_";true;false
"01921";"glucagon";"glucagon";"glucagon";"[biosynthetisch]";"_";"glucagon";"[biosynthétique]";"_";true;false
"01917";"vilanterol";"vilantérol";"vilanterol";"_";"_";"vilantérol";"_";"_";true;false
"01914";"tafamidis";"tafamidis";"tafamidis";"_";"_";"tafamidis";"_";"_";true;false
"00097";"ammonium";"ammonium";"ammonium";"_";"_";"ammonium";"_";"_";true;false
"00624";"ergocalciferol";"ergocalciférol";"ergocalciferol";"_";"_";"ergocalciférol";"_";"_";true;false
"00630";"erythromycine";"érythromycine";"erythromycine";"_";"_";"érythromycine";"_";"_";true;false
"00655";"ethylmorfine hydrochloride";"éthylmorphine chlorhydrate";"ethylmorfine";"_";"hydrochloride";"éthylmorphine";"_";"chlorhydrate";true;false
"01462";"procaïne";"procaïne";"procaïne";"_";"_";"procaïne";"_";"_";true;false
"01159";"methylnaltrexon";"méthylnaltrexone";"methylnaltrexon";"_";"_";"méthylnaltrexone";"_";"_";true;false
"01688";"tenofovir";"ténofovir";"tenofovir";"_";"_";"ténofovir";"_";"_";true;false
"00387";"citraat kalium";"citrate potassium";"citraat";"_";"kalium";"citrate";"_";"potassium";true;false
"00943";"iopamidol";"iopamidol";"iopamidol";"_";"_";"iopamidol";"_";"_";true;false
"00150";"azathioprine";"azathioprine";"azathioprine";"_";"_";"azathioprine";"_";"_";true;false
"00473";"darunavir";"darunavir";"darunavir";"_";"_";"darunavir";"_";"_";true;false
"00761";"fluvoxamine";"fluvoxamine";"fluvoxamine";"_";"_";"fluvoxamine";"_";"_";true;false
"00805";"galantamine";"galantamine";"galantamine";"_";"_";"galantamine";"_";"_";true;false
"00807";"galsulfase";"galsulfase";"galsulfase";"[biologisch, biosynthetisch]";"_";"galsulfase";"[biologique, biosynthétique]";"_";true;false
"00808";"ganciclovir";"ganciclovir";"ganciclovir";"_";"_";"ganciclovir";"_";"_";true;false
"00362";"ciclopirox";"ciclopirox";"ciclopirox";"_";"_";"ciclopirox";"_";"_";true;false
"00814";"gemcitabine";"gemcitabine";"gemcitabine";"_";"_";"gemcitabine";"_";"_";true;false
"02104";"nalmefeen hydrochloride";"nalméfène chlorhydrate";"nalmefeen";"watervrij";"hydrochloride";"nalméfène";"anhydre";"chlorhydrate";true;false
"02106";"nilotinib hydrochloride";"nilotinib chlorhydrate";"nilotinib";"watervrij";"hydrochloride";"nilotinib";"anhydre";"chlorhydrate";true;false
"02108";"pantoprazol natrium";"pantoprazole sodium";"pantoprazol";"watervrij";"natrium";"pantoprazole";"anhydre";"sodium";true;false
"01482";"protamine";"protamine";"protamine";"[biologisch, zalmsperma]";"_";"protamine";"[biologique, sperme de saumon]";"_";true;false
"01757";"tolterodine";"toltérodine";"tolterodine";"_";"_";"toltérodine";"_";"_";true;false
"00835";"glycopyrronium";"glycopyrronium";"glycopyrronium";"_";"_";"glycopyrronium";"_";"_";true;false
"00837";"golimumab";"golimumab";"golimumab";"[biologisch, biosynthetisch]";"_";"golimumab";"[biologique, biosynthétique]";"_";true;false
"00683";"felbinac";"felbinac";"felbinac";"_";"_";"felbinac";"_";"_";true;false
"00811";"geactiveerde kool";"charbon activé";"geactiveerde kool";"[plantaardig]";"_";"charbon activé";"[végétal]";"_";true;false
"00812";"gefitinib";"géfitinib";"gefitinib";"_";"_";"géfitinib";"_";"_";true;false
"00895";"idursulfase";"idursulfase";"idursulfase";"[biosynthetisch]";"_";"idursulfase";"[biosynthétique]";"_";true;false
"00877";"hydroxychloroquine";"hydroxychloroquine";"hydroxychloroquine";"_";"_";"hydroxychloroquine";"_";"_";true;false
"00880";"hydroxyzine";"hydroxyzine";"hydroxyzine";"_";"_";"hydroxyzine";"_";"_";true;false
"00884";"hypromellose";"hypromellose";"hypromellose";"_";"_";"hypromellose";"_";"_";true;false
"00021";"aciclovir";"aciclovir";"aciclovir";"_";"_";"aciclovir";"_";"_";true;false
"00078";"amcinonide";"amcinonide";"amcinonide";"_";"_";"amcinonide";"_";"_";true;false
"00413";"clopamide";"clopamide";"clopamide";"_";"_";"clopamide";"_";"_";true;false
"02118";"tiotropium bromide";"tiotropium bromure";"tiotropium";"watervrij";"bromide";"tiotropium";"anhydre";"bromure";true;false
"00220";"bisoprolol";"bisoprolol";"bisoprolol";"_";"_";"bisoprolol";"_";"_";true;false
"01819";"vecuronium";"vécuronium";"vecuronium";"_";"_";"vécuronium";"_";"_";true;false
"02132";"paroxetine hydrochloride";"paroxétine chlorhydrate";"paroxetine";"hemihydraat";"hydrochloride";"paroxétine";"hémihydraté";"chlorhydrate";true;false
"02119";"vardenafil hydrochloride";"vardénafil chlorhydrate";"vardenafil";"watervrij";"hydrochloride";"vardénafil";"anhydre";"chlorhydrate";true;false
"00896";"ifosfamide";"ifosfamide";"ifosfamide";"_";"_";"ifosfamide";"_";"_";true;false
"01861";"zolpidem";"zolpidem";"zolpidem";"_";"_";"zolpidem";"_";"_";true;false
"00181";"benzalkonium";"benzalkonium";"benzalkonium";"_";"_";"benzalkonium";"_";"_";true;false
"02100";"lisinopril";"lisinopril";"lisinopril";"watervrij";"_";"lisinopril";"anhydre";"_";true;false
"00390";"clarithromycine";"clarithromycine";"clarithromycine";"_";"_";"clarithromycine";"_";"_";true;false
"01698";"terpentijn";"térébenthine";"terpentijn";"[plantaardig]";"_";"térébenthine";"[végétal]";"_";true;false
"00907";"imatinib";"imatinib";"imatinib";"_";"_";"imatinib";"_";"_";true;false
"02017";"glucose";"glucose";"glucose";"monohydraat";"_";"glucose";"monohydraté";"_";true;false
"00285";"Capsicum (oliehars)";"Capsicum (oléorésine)";"Capsicum";"oliehars [plantaardig]";"_";"Capsicum";"oléorésine [végétal]";"_";true;false
"01907";"rilpivirine";"rilpivirine";"rilpivirine";"_";"_";"rilpivirine";"_";"_";true;false
"02077";"cefepim dihydrochloride";"céfépime dichlorhydrate";"cefepim";"watervrij";"dihydrochloride";"céfépime";"anhydre";"dichlorhydrate";true;false
"00260";"butoconazol";"butoconazole";"butoconazol";"_";"_";"butoconazole";"_";"_";true;false
"00279";"candesartan";"candésartan";"candesartan";"_";"_";"candésartan";"_";"_";true;false
"01990";"geen actieve ingrediënten";"pas de principes actifs";"geen actieve ingrediënten";"_";"_";"pas de principes actifs";"_";"_";true;false
"02074";"calcipotriol";"calcipotriol";"calcipotriol";"watervrij";"_";"calcipotriol";"anhydre";"_";true;false
"01379";"pegfilgrastim";"pegfilgrastim";"filgrastim";"[biologisch, biosynthetisch]";"peg";"filgrastim";"[biologique, biosynthétique]";"peg";true;false
"01128";"menthol";"menthol";"menthol";"_";"_";"menthol";"_";"_";true;false
"02082";"doxycycline";"doxycycline";"doxycycline";"watervrij";"_";"doxycycline";"anhydre";"_";true;false
"02078";"ceftazidim";"ceftazidime";"ceftazidim";"watervrij";"_";"ceftazidime";"anhydre";"_";true;false
"00131";"asparaginase";"asparaginase";"asparaginase";"[bacterieel, biologisch]";"_";"asparaginase";"[bactérien, biologique]";"_";true;false
"00352";"chloroquine";"chloroquine";"chloroquine";"_";"_";"chloroquine";"_";"_";true;false
"00944";"ipilimumab";"ipilimumab";"ipilimumab";"[biologisch, biosynthetisch]";"_";"ipilimumab";"[biologique, biosynthétique]";"_";true;false
"00389";"cladribine";"cladribine";"cladribine";"_";"_";"cladribine";"_";"_";true;false
"00117";"apraclonidine";"apraclonidine";"apraclonidine";"_";"_";"apraclonidine";"_";"_";true;false
"00656";"salicylaat ethyl";"salicylate éthyle";"salicylaat";"_";"ethyl";"salicylate";"_";"éthyle";true;false
"02126";"dasabuvir natrium";"dasabuvir sodium";"dasabuvir";"watervrij";"natrium";"dasabuvir";"anhydre";"sodium";true;false
"02110";"pramipexol dihydrochloride";"pramipexole dichlorhydrate";"pramipexol";"watervrij";"dihydrochloride";"pramipexole";"anhydre";"dichlorhydrate";true;false
"02112";"sitagliptine fosfaat";"sitagliptine phosphate";"sitagliptine";"watervrij";"fosfaat";"sitagliptine";"anhydre";"phosphate";true;false
"00546";"docusaat";"docusate";"docusaat";"_";"_";"docusate";"_";"_";true;false
"00945";"ipratropium";"ipratropium";"ipratropium";"_";"_";"ipratropium";"_";"_";true;false
"00617";"epoprostenol natrium";"époprosténol sodium";"epoprostenol";"_";"natrium";"époprosténol";"_";"sodium";true;false
"01904";"pertuzumab";"pertuzumab";"pertuzumab";"[biologisch, biosynthetisch]";"_";"pertuzumab";"[biologique, biosynthétique]";"_";true;false
"01870";"aclidinium";"aclidinium";"aclidinium";"_";"_";"aclidinium";"_";"_";true;false
"00956";"isosorbide";"isosorbide";"isosorbide";"_";"_";"isosorbide";"_";"_";true;false
"01905";"pomalidomide";"pomalidomide";"pomalidomide";"_";"_";"pomalidomide";"_";"_";true;false
"02116";"tacrolimus";"tacrolimus";"tacrolimus";"watervrij";"_";"tacrolimus";"anhydre";"_";true;false
"00961";"ivabradine";"ivabradine";"ivabradine";"_";"_";"ivabradine";"_";"_";true;false
"01149";"methotrexaat dinatrium";"méthotrexate disodium";"methotrexaat";"_";"dinatrium";"méthotrexate";"_";"disodium";true;false
"01959";"pethidine";"péthidine";"pethidine";"_";"_";"péthidine";"_";"_";true;false
"01982";"daclatasvir";"daclatasvir";"daclatasvir";"_";"_";"daclatasvir";"_";"_";true;false
"00787";"frovatriptan succinaat";"frovatriptan succinate";"frovatriptan";"monohydraat";"succinaat";"frovatriptan";"monohydraté";"succinate";true;false
"00995";"L-lysine";"L-lysine";"L-lysine";"_";"_";"L-lysine";"_";"_";true;false
"01060";"lodoxamide";"lodoxamide";"lodoxamide";"_";"_";"lodoxamide";"_";"_";true;false
"01000";"lacidipine";"lacidipine";"lacidipine";"_";"_";"lacidipine";"_";"_";true;false
"01001";"lacosamide";"lacosamide";"lacosamide";"_";"_";"lacosamide";"_";"_";true;false
"01002";"lactitol";"lactitol";"lactitol";"_";"_";"lactitol";"_";"_";true;false
"01004";"lactulose";"lactulose";"lactulose";"_";"_";"lactulose";"_";"_";true;false
"01005";"lamivudine";"lamivudine";"lamivudine";"_";"_";"lamivudine";"_";"_";true;false
"01006";"lamotrigine";"lamotrigine";"lamotrigine";"_";"_";"lamotrigine";"_";"_";true;false
"01014";"lapatinib";"lapatinib";"lapatinib";"_";"_";"lapatinib";"_";"_";true;false
"01016";"laronidase";"laronidase";"laronidase";"[biologisch, biosynthetisch]";"_";"laronidase";"[biologique, biosynthétique]";"_";true;false
"00987";"ketorolac";"kétorolac";"ketorolac";"_";"_";"kétorolac";"_";"_";true;false
"01038";"levodropropizine";"lévodropropizine";"levodropropizine";"_";"_";"lévodropropizine";"_";"_";true;false
"01017";"latanoprost";"latanoprost";"latanoprost";"_";"_";"latanoprost";"_";"_";true;false
"00370";"cinacalcet";"cinacalcet";"cinacalcet";"_";"_";"cinacalcet";"_";"_";true;false
"00379";"cisatracurium";"cisatracurium";"cisatracurium";"_";"_";"cisatracurium";"_";"_";true;false
"01022";"lercanidipine";"lercanidipine";"lercanidipine";"_";"_";"lercanidipine";"_";"_";true;false
"00065";"alprazolam";"alprazolam";"alprazolam";"_";"_";"alprazolam";"_";"_";true;false
"01055";"liraglutide";"liraglutide";"liraglutide";"[biologisch, biosynthetisch]";"_";"liraglutide";"[biologique, biosynthétique]";"_";true;false
"01064";"lopinavir";"lopinavir";"lopinavir";"_";"_";"lopinavir";"_";"_";true;false
"01065";"loprazolam";"loprazolam";"loprazolam";"_";"_";"loprazolam";"_";"_";true;false
"01067";"loratadine";"loratadine";"loratadine";"_";"_";"loratadine";"_";"_";true;false
"01070";"losartan";"losartan";"losartan";"_";"_";"losartan";"_";"_";true;false
"00594";"emtricitabine";"emtricitabine";"emtricitabine";"_";"_";"emtricitabine";"_";"_";true;false
"00597";"enfuvirtide";"enfuvirtide";"enfuvirtide";"_";"_";"enfuvirtide";"_";"_";true;false
"00006";"abciximab";"abciximab";"abciximab";"[biologisch, biosynthetisch]";"_";"abciximab";"[biologique, biosynthétique]";"_";true;false
"00038";"agalsidase alfa";"agalsidase alfa";"agalsidase alfa";"[biologisch, biosynthetisch]";"_";"agalsidase alfa";"[biologique, biosynthétique]";"_";true;false
"01088";"malathion";"malathion";"malathion";"_";"_";"malathion";"_";"_";true;false
"01090";"maprotiline";"maprotiline";"maprotiline";"_";"_";"maprotiline";"_";"_";true;false
"01092";"maraviroc";"maraviroc";"maraviroc";"_";"_";"maraviroc";"_";"_";true;false
"01900";"macitentan";"macitentan";"macitentan";"_";"_";"macitentan";"_";"_";true;false
"00774";"fosamprenavir calcium";"fosamprénavir calcium";"fosamprenavir";"_";"calcium";"fosamprénavir";"_";"calcium";true;false
"00168";"basiliximab";"basiliximab";"basiliximab";"[biologisch, biosynthetisch]";"_";"basiliximab";"[biologique, biosynthétique]";"_";true;false
"00247";"brotizolam";"brotizolam";"brotizolam";"_";"_";"brotizolam";"_";"_";true;false
"00132";"atazanavir";"atazanavir";"atazanavir";"_";"_";"atazanavir";"_";"_";true;false
"00278";"canakinumab";"canakinumab";"canakinumab";"[biologisch, biosynthetisch]";"_";"canakinumab";"[biologique, biosynthétique]";"_";true;false
"00241";"bromocriptine";"bromocriptine";"bromocriptine";"_";"_";"bromocriptine";"_";"_";true;false
"00294";"carboprost";"carboprost";"carboprost";"_";"_";"carboprost";"_";"_";true;false
"01899";"lipegfilgrastim";"lipegfilgrastim";"filgrastim";"[biosynthetisch]";"lipeg";"filgrastim";"[biosynthétique]";"lipeg";true;false
"01945";"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)";"lysat bactérien (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)";"bacteriënlysaat";"H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis [bacterieel, biologisch]";"_";"lysat bactérien";"H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis [bactérien, biologique]";"_";true;false
"00920";"indapamide";"indapamide";"indapamide";"_";"_";"indapamide";"_";"_";true;false
"00030";"adefovir";"adéfovir";"adefovir";"_";"_";"adéfovir";"_";"_";true;false
"00715";"filgrastim";"filgrastim";"filgrastim";"[biologisch, biosynthetisch]";"_";"filgrastim";"[biologique, biosynthétique]";"_";true;false
"00269";"calcitonine";"calcitonine";"calcitonine";"_";"_";"calcitonine";"_";"_";true;false
"00365";"cidofovir";"cidofovir";"cidofovir";"_";"_";"cidofovir";"_";"_";true;false
"00149";"azacitidine";"azacitidine";"azacitidine";"_";"_";"azacitidine";"_";"_";true;false
"00075";"ambrisentan";"ambrisentan";"ambrisentan";"_";"_";"ambrisentan";"_";"_";true;false
"00827";"gliquidon";"gliquidone";"gliquidon";"_";"_";"gliquidone";"_";"_";true;false
"00623";"erdosteïne";"erdostéine";"erdosteïne";"_";"_";"erdostéine";"_";"_";true;false
"00324";"cetalkonium";"cétalkonium";"cetalkonium";"_";"_";"cétalkonium";"_";"_";true;false
"01976";"fluoride";"fluorure";"fluoride";"_";"_";"fluorure";"_";"_";true;false
"00876";"hydroxycarbamide";"hydroxycarbamide";"hydroxycarbamide";"_";"_";"hydroxycarbamide";"_";"_";true;false
"00826";"glipizide";"glipizide";"glipizide";"_";"_";"glipizide";"_";"_";true;false
"00992";"kruidnagel";"clous de girofle";"kruidnagel";"[plantaardig]";"_";"clous de girofle";"[végétal]";"_";true;false
"01134";"mercaptamine";"mercaptamine";"mercaptamine";"_";"_";"mercaptamine";"_";"_";true;false
"01136";"mercaptopurine";"mercaptopurine";"mercaptopurine";"_";"_";"mercaptopurine";"_";"_";true;false
"01139";"mesna";"mesna";"mesna";"_";"_";"mesna";"_";"_";true;false
"00410";"clonazepam";"clonazépam";"clonazepam";"_";"_";"clonazépam";"_";"_";true;false
"00316";"cefuroxim";"céfuroxime";"cefuroxim";"_";"_";"céfuroxime";"_";"_";true;false
"01197";"mizolastine";"mizolastine";"mizolastine";"_";"_";"mizolastine";"_";"_";true;false
"01199";"modafinil";"modafinil";"modafinil";"_";"_";"modafinil";"_";"_";true;false
"01212";"moxonidine";"moxonidine";"moxonidine";"_";"_";"moxonidine";"_";"_";true;false
"01897";"ivacaftor";"ivacaftor";"ivacaftor";"_";"_";"ivacaftor";"_";"_";true;false
"00148";"axitinib";"axitinib";"axitinib";"_";"_";"axitinib";"_";"_";true;false
"00417";"clopidogrel";"clopidogrel";"clopidogrel";"_";"_";"clopidogrel";"_";"_";true;false
"01168";"methysergide";"méthysergide";"methysergide";"_";"_";"méthysergide";"_";"_";true;false
"00553";"dopamine";"dopamine";"dopamine";"_";"_";"dopamine";"_";"_";true;false
"00906";"iloprost trometamol";"iloprost trométamol";"iloprost";"_";"trometamol";"iloprost";"_";"trométamol";true;false
"01500";"pyridostigmine bromide";"pyridostigmine bromure";"pyridostigmine";"_";"bromide";"pyridostigmine";"_";"bromure";true;false
"00011";"acarbose";"acarbose";"acarbose";"_";"_";"acarbose";"_";"_";true;false
"00023";"acipimox";"acipimox";"acipimox";"_";"_";"acipimox";"_";"_";true;false
"01239";"naratriptan";"naratriptan";"naratriptan";"_";"_";"naratriptan";"_";"_";true;false
"00037";"aflibercept";"aflibercept";"aflibercept";"[biologisch, biosynthetisch]";"_";"aflibercept";"[biologique, biosynthétique]";"_";true;false
"02073";"bosentan";"bosentan";"bosentan";"watervrij";"_";"bosentan";"anhydre";"_";true;false
"01242";"natalizumab";"natalizumab";"natalizumab";"[biologisch, biosynthetisch]";"_";"natalizumab";"[biologique, biosynthétique]";"_";true;false
"01258";"nicardipine";"nicardipine";"nicardipine";"_";"_";"nicardipine";"_";"_";true;false
"01260";"niclosamide";"niclosamide";"niclosamide";"_";"_";"niclosamide";"_";"_";true;false
"01261";"nicotinamide";"nicotinamide";"nicotinamide";"_";"_";"nicotinamide";"_";"_";true;false
"01262";"nicotine";"nicotine";"nicotine";"_";"_";"nicotine";"_";"_";true;false
"01264";"nicotine polacrilex";"nicotine polacrilex";"nicotine";"_";"polacrilex";"nicotine";"_";"polacrilex";true;false
"00419";"clopidogrel waterstofsulfaat";"clopidogrel hydrogénosulfate";"clopidogrel";"_";"waterstofsulfaat";"clopidogrel";"_";"hydrogénosulfate";true;false
"02079";"cilazapril";"cilazapril";"cilazapril";"watervrij";"_";"cilazapril";"anhydre";"_";true;false
"00093";"amlodipine";"amlodipine";"amlodipine";"_";"_";"amlodipine";"_";"_";true;false
"00423";"clotiapine";"clotiapine";"clotiapine";"_";"_";"clotiapine";"_";"_";true;false
"01270";"nilotinib";"nilotinib";"nilotinib";"_";"_";"nilotinib";"_";"_";true;false
"01272";"nimodipine";"nimodipine";"nimodipine";"_";"_";"nimodipine";"_";"_";true;false
"01273";"nisoldipine";"nisoldipine";"nisoldipine";"_";"_";"nisoldipine";"_";"_";true;false
"01276";"nitrendipine";"nitrendipine";"nitrendipine";"_";"_";"nitrendipine";"_";"_";true;false
"01519";"ramipril";"ramipril";"ramipril";"_";"_";"ramipril";"_";"_";true;false
"01894";"icatibant";"icatibant";"icatibant";"_";"_";"icatibant";"_";"_";true;false
"01299";"octocog alfa";"octocog alfa";"octocog alfa";"[biologisch, biosynthetisch]";"_";"octocog alfa";"[biologique, biosynthétique]";"_";true;false
"00003";"abacavir";"abacavir";"abacavir";"_";"_";"abacavir";"_";"_";true;false
"00091";"amitriptyline";"amitriptyline";"amitriptyline";"_";"_";"amitriptyline";"_";"_";true;false
"00382";"citalopram";"citalopram";"citalopram";"_";"_";"citalopram";"_";"_";true;false
"00427";"clozapine";"clozapine";"clozapine";"_";"_";"clozapine";"_";"_";true;false
"01304";"olanzapine";"olanzapine";"olanzapine";"_";"_";"olanzapine";"_";"_";true;false
"01310";"olopatadine";"olopatadine";"olopatadine";"_";"_";"olopatadine";"_";"_";true;false
"01312";"omalizumab";"omalizumab";"omalizumab";"[biologisch, biosynthetisch]";"_";"omalizumab";"[biologique, biosynthétique]";"_";true;false
"01975";"thiomersal";"thiomersal";"thiomersal";"_";"_";"thiomersal";"_";"_";true;false
"00420";"clorazepaat";"clorazépate";"clorazepaat";"_";"_";"clorazépate";"_";"_";true;false
"01321";"oseltamivir";"oséltamivir";"oseltamivir";"_";"_";"oséltamivir";"_";"_";true;false
"01479";"propranolol";"propranolol";"propranolol";"_";"_";"propranolol";"_";"_";true;false
"02027";"obinutuzumab";"obinutuzumab";"obinutuzumab";"[biologisch, biosynthetisch]";"_";"obinutuzumab";"[biologique, biosynthétique]";"_";true;false
"02010";"vedolizumab";"védolizumab";"vedolizumab";"[biosynthetisch]";"_";"védolizumab";"[biosynthétique]";"_";true;false
"00236";"brimonidine";"brimonidine";"brimonidine";"_";"_";"brimonidine";"_";"_";true;false
"00374";"cinnarizine";"cinnarizine";"cinnarizine";"_";"_";"cinnarizine";"_";"_";true;false
"00429";"cocarboxylase";"cocarboxylase";"cocarboxylase";"_";"_";"cocarboxylase";"_";"_";true;false
"00151";"azathioprine natrium";"azathioprine sodium";"azathioprine";"_";"natrium";"azathioprine";"_";"sodium";true;false
"00647";"ethambutol";"éthambutol";"ethambutol";"_";"_";"éthambutol";"_";"_";true;false
"01345";"paclitaxel";"paclitaxel";"paclitaxel";"_";"_";"paclitaxel";"_";"_";true;false
"01349";"palivizumab";"palivizumab";"palivizumab";"[biologisch, biosynthetisch]";"_";"palivizumab";"[biologique, biosynthétique]";"_";true;false
"01354";"panitumumab";"panitumumab";"panitumumab";"[biologisch, biosynthetisch]";"_";"panitumumab";"[biologique, biosynthétique]";"_";true;false
"00076";"ambroxol";"ambroxol";"ambroxol";"_";"_";"ambroxol";"_";"_";true;false
"00085";"amiloride";"amiloride";"amiloride";"_";"_";"amiloride";"_";"_";true;false
"00063";"almotriptan";"almotriptan";"almotriptan";"_";"_";"almotriptan";"_";"_";true;false
"00099";"amorolfine";"amorolfine";"amorolfine";"_";"_";"amorolfine";"_";"_";true;false
"00046";"alfentanil";"alfentanil";"alfentanil";"_";"_";"alfentanil";"_";"_";true;false
"00528";"diltiazem";"diltiazem";"diltiazem";"_";"_";"diltiazem";"_";"_";true;false
"00849";"Hamamelis extract";"Hamamélis extrait";"Hamamelis";"[plantaardig]";"extract";"Hamamélis";"[végétal]";"extrait";true;false
"02022";"ombitasvir";"ombitasvir";"ombitasvir";"_";"_";"ombitasvir";"_";"_";true;false
"02020";"dasabuvir";"dasabuvir";"dasabuvir";"_";"_";"dasabuvir";"_";"_";true;false
"00139";"atosiban";"atosiban";"atosiban";"_";"_";"atosiban";"_";"_";true;false
"00434";"colchicine";"colchicine";"colchicine";"[plantaardig]";"_";"colchicine";"[végétal]";"_";true;false
"01393";"pentoxifylline";"pentoxifylline";"pentoxifylline";"_";"_";"pentoxifylline";"_";"_";true;false
"01402";"pilocarpine";"pilocarpine";"pilocarpine";"[plantaardig]";"_";"pilocarpine";"[végétal]";"_";true;false
"01405";"pimozide";"pimozide";"pimozide";"_";"_";"pimozide";"_";"_";true;false
"01864";"zuclopenthixol";"zuclopenthixol";"zuclopenthixol";"_";"_";"zuclopenthixol";"_";"_";true;false
"00142";"atracurium";"atracurium";"atracurium";"_";"_";"atracurium";"_";"_";true;false
"00145";"atropine";"atropine";"atropine";"_";"_";"atropine";"_";"_";true;false
"00166";"barnidipine";"barnidipine";"barnidipine";"_";"_";"barnidipine";"_";"_";true;false
"00176";"bendamustine";"bendamustine";"bendamustine";"_";"_";"bendamustine";"_";"_";true;false
"01200";"molsidomine";"molsidomine";"molsidomine";"_";"_";"molsidomine";"_";"_";true;false
"00313";"ceftazidim";"ceftazidime";"ceftazidim";"pentahydraat";"_";"ceftazidime";"pentahydraté";"_";true;false
"00174";"benazepril";"bénazépril";"benazepril";"_";"_";"bénazépril";"_";"_";true;false
"00744";"fluoresceïne";"fluorescéine";"fluoresceïne";"_";"_";"fluorescéine";"_";"_";true;false
"01010";"lanreotide acetaat";"lanréotide acétate";"lanreotide";"_";"acetaat";"lanréotide";"_";"acétate";true;false
"01418";"piroxicam";"piroxicam";"piroxicam";"_";"_";"piroxicam";"_";"_";true;false
"00208";"bicalutamide";"bicalutamide";"bicalutamide";"_";"_";"bicalutamide";"_";"_";true;false
"00461";"dacarbazine";"dacarbazine";"dacarbazine";"_";"_";"dacarbazine";"_";"_";true;false
"00239";"brivudine";"brivudine";"brivudine";"_";"_";"brivudine";"_";"_";true;false
