"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"2520666";"Ropinirole Mylan filmomh. tabl. (deelb.) 84 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45971";"http://www.bcfi.be/nl/contents/jump?amppid=45971&view=pvt"
"2647675";"Nebivolol Sandoz tabl. (deelb. in 4) 28 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51680";"http://www.bcfi.be/nl/contents/jump?amppid=51680&view=pvt"
"2647691";"Nebivolol Sandoz tabl. (deelb. in 4) 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51706";"http://www.bcfi.be/nl/contents/jump?amppid=51706&view=pvt"
"2511863";"Paroxetine Sandoz filmomh. tabl. (deelb.) 28 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45823";"http://www.bcfi.be/nl/contents/jump?amppid=45823&view=pvt"
"2489623";"Hycamtin harde caps. 10 x 0,25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45310";"http://www.bcfi.be/nl/contents/jump?amppid=45310&view=pvt"
"2489615";"Hycamtin harde caps. 10 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45302";"http://www.bcfi.be/nl/contents/jump?amppid=45302&view=pvt"
"2511871";"Paroxetine Sandoz filmomh. tabl. (deelb.) 60 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45831";"http://www.bcfi.be/nl/contents/jump?amppid=45831&view=pvt"
"2511889";"Paroxetine Sandoz filmomh. tabl. (deelb.) 100 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45849";"http://www.bcfi.be/nl/contents/jump?amppid=45849&view=pvt"
"2602936";"Pradaxa harde caps. 60 x 110 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50112";"http://www.bcfi.be/nl/contents/jump?amppid=50112&view=pvt"
"2602951";"Pradaxa harde caps. 10 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50120";"http://www.bcfi.be/nl/contents/jump?amppid=50120&view=pvt"
"2602969";"Pradaxa harde caps. 10 x 110 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50138";"http://www.bcfi.be/nl/contents/jump?amppid=50138&view=pvt"
"2602977";"Pradaxa harde caps. 60 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50146";"http://www.bcfi.be/nl/contents/jump?amppid=50146&view=pvt"
"2445468";"Paroxetine EG tabl. (deelb.) 56 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=43422";"http://www.bcfi.be/nl/contents/jump?amppid=43422&view=pvt"
"2572576";"Kinzalkomb 80/25 tabl. 56 x";"http://www.bcfi.be/nl/contents/jump?amppid=48256";"http://www.bcfi.be/nl/contents/jump?amppid=48256&view=pvt"
"2572584";"Kinzalkomb 80/25 tabl. 98 x";"http://www.bcfi.be/nl/contents/jump?amppid=48264";"http://www.bcfi.be/nl/contents/jump?amppid=48264&view=pvt"
"2572592";"Micardis Plus 80/25 tabl. 28 x";"http://www.bcfi.be/nl/contents/jump?amppid=48272";"http://www.bcfi.be/nl/contents/jump?amppid=48272&view=pvt"
"2572600";"Micardis Plus 80/25 tabl. 56 x";"http://www.bcfi.be/nl/contents/jump?amppid=48280";"http://www.bcfi.be/nl/contents/jump?amppid=48280&view=pvt"
"2572618";"Micardis Plus 80/25 tabl. 98 x";"http://www.bcfi.be/nl/contents/jump?amppid=48298";"http://www.bcfi.be/nl/contents/jump?amppid=48298&view=pvt"
"2623767";"Paroxetine EG tabl. (deelb.) 98 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50989";"http://www.bcfi.be/nl/contents/jump?amppid=50989&view=pvt"
"2623783";"Paroxetine EG tabl. (deelb.) 28 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50997";"http://www.bcfi.be/nl/contents/jump?amppid=50997&view=pvt"
"2510741";"Bicalutamide EG filmomh. tabl. 100 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45765";"http://www.bcfi.be/nl/contents/jump?amppid=45765&view=pvt"
"2510758";"Bicalutamide EG filmomh. tabl. 28 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45773";"http://www.bcfi.be/nl/contents/jump?amppid=45773&view=pvt"
"2599983";"Losartan Mylan filmomh. tabl. 98 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=49874";"http://www.bcfi.be/nl/contents/jump?amppid=49874&view=pvt"
"2599991";"Losartan Mylan filmomh. tabl. 98 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=49882";"http://www.bcfi.be/nl/contents/jump?amppid=49882&view=pvt"
"2547057";"Ondansetron Teva filmomh. tabl. 10 x 4 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46573";"http://www.bcfi.be/nl/contents/jump?amppid=46573&view=pvt"
"2666212";"Phoslo harde caps. 200 x 667 mg";"http://www.bcfi.be/nl/contents/jump?amppid=53066";"http://www.bcfi.be/nl/contents/jump?amppid=53066&view=pvt"
"2216216";"Terbinafine Mylan tabl. (deelb.) 14 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36640";"http://www.bcfi.be/nl/contents/jump?amppid=36640&view=pvt"
"2216224";"Terbinafine Mylan tabl. (deelb.) 56 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=36657";"http://www.bcfi.be/nl/contents/jump?amppid=36657&view=pvt"
"2655058";"Requip tabl. verl. afgifte Modutab 28 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52068";"http://www.bcfi.be/nl/contents/jump?amppid=52068&view=pvt"
"2655066";"Requip tabl. verl. afgifte Modutab 84 x 4 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52076";"http://www.bcfi.be/nl/contents/jump?amppid=52076&view=pvt"
"2735959";"Spiriva inhalatieoploss. (patr.) Respimat 1 x 60 dos. 2,5 µg / 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=55988";"http://www.bcfi.be/nl/contents/jump?amppid=55988&view=pvt"
"2896199";"Terbinafine Mylan tabl. (deelb.) 98 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=64030";"http://www.bcfi.be/nl/contents/jump?amppid=64030&view=pvt"
"3144409";"Spiriva inhalatieoploss. (patr.) Respimat 3 x 60 dos. 2,5 µg / 1 dos.";"http://www.bcfi.be/nl/contents/jump?amppid=109215";"http://www.bcfi.be/nl/contents/jump?amppid=109215&view=pvt"
"2795771";"Arlevertan 20/40 tabl. 20 x";"http://www.bcfi.be/nl/contents/jump?amppid=65433";"http://www.bcfi.be/nl/contents/jump?amppid=65433&view=pvt"
"2982452";"Arlevertan 20/40 tabl. 50 x";"http://www.bcfi.be/nl/contents/jump?amppid=74252";"http://www.bcfi.be/nl/contents/jump?amppid=74252&view=pvt"
"2755635";"Ondansetron B. Braun inj./inf. oploss. i.m./i.v. [amp.] 10 x 4 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=77255";"http://www.bcfi.be/nl/contents/jump?amppid=77255&view=pvt"
"2755106";"Protamine Sulfaat Leo inj./inf. oploss. i.v. [amp.] 5 x 7 000 IE / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=56333";"http://www.bcfi.be/nl/contents/jump?amppid=56333&view=pvt"
"2585396";"Irinotecan AB inf. oploss. (conc.) i.v. [flac.] 1 x 100 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=49163";"http://www.bcfi.be/nl/contents/jump?amppid=49163&view=pvt"
"2585420";"Epirubicin AB inf./instill. oploss. i.v./i.vesic. [flac.] 1 x 10 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=49171";"http://www.bcfi.be/nl/contents/jump?amppid=49171&view=pvt"
"2585446";"Epirubicin AB inf./instill. oploss. i.v./i.vesic. [flac.] 1 x 50 mg / 25 ml";"http://www.bcfi.be/nl/contents/jump?amppid=49189";"http://www.bcfi.be/nl/contents/jump?amppid=49189&view=pvt"
"2585461";"Epirubicin AB inf./instill. oploss. i.v./i.vesic. [flac.] 1 x 200 mg / 100 ml";"http://www.bcfi.be/nl/contents/jump?amppid=49197";"http://www.bcfi.be/nl/contents/jump?amppid=49197&view=pvt"
"2501286";"Volibris filmomh. tabl. 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45633";"http://www.bcfi.be/nl/contents/jump?amppid=45633&view=pvt"
"2501278";"Volibris filmomh. tabl. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45625";"http://www.bcfi.be/nl/contents/jump?amppid=45625&view=pvt"
"2655074";"Requip tabl. verl. afgifte Modutab 84 x 8 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52084";"http://www.bcfi.be/nl/contents/jump?amppid=52084&view=pvt"
"2878395";"Adenuric filmomh. tabl. 28 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61531";"http://www.bcfi.be/nl/contents/jump?amppid=61531&view=pvt"
"2878403";"Adenuric filmomh. tabl. 84 x 120 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61549";"http://www.bcfi.be/nl/contents/jump?amppid=61549&view=pvt"
"2878411";"Adenuric filmomh. tabl. 84 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61556";"http://www.bcfi.be/nl/contents/jump?amppid=61556&view=pvt"
"2878429";"Adenuric filmomh. tabl. 28 x 120 mg";"http://www.bcfi.be/nl/contents/jump?amppid=61564";"http://www.bcfi.be/nl/contents/jump?amppid=61564&view=pvt"
"2535623";"Stalevo 200/50/200 filmomh. tabl. 100 x";"http://www.bcfi.be/nl/contents/jump?amppid=46151";"http://www.bcfi.be/nl/contents/jump?amppid=46151&view=pvt"
"2574747";"Coveram 5/5 tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=48546";"http://www.bcfi.be/nl/contents/jump?amppid=48546&view=pvt"
"2574911";"Coveram 5/5 tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=48579";"http://www.bcfi.be/nl/contents/jump?amppid=48579&view=pvt"
"3060472";"Stalevo (PIP) 200/50/200 filmomh. tabl. 100 x";"http://www.bcfi.be/nl/contents/jump?amppid=107656";"http://www.bcfi.be/nl/contents/jump?amppid=107656&view=pvt"
"2574960";"Coveram 10/10 tabl. 60 x";"http://www.bcfi.be/nl/contents/jump?amppid=48629";"http://www.bcfi.be/nl/contents/jump?amppid=48629&view=pvt"
"2660041";"Velcade inj. oploss. (pdr.) i.v. [flac.] 1 x 1 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52571";"http://www.bcfi.be/nl/contents/jump?amppid=52571&view=pvt"
"2562809";"NovoSeven inj. oploss. (pdr. + solv.) i.v. [2x flac.] 50 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=47571";"http://www.bcfi.be/nl/contents/jump?amppid=47571&view=pvt"
"2562825";"NovoSeven inj. oploss. (pdr. + solv.) i.v. [2x flac.] 100 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=47597";"http://www.bcfi.be/nl/contents/jump?amppid=47597&view=pvt"
"2562841";"NovoSeven inj. oploss. (pdr. + solv.) i.v. [2x flac.] 250 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=47613";"http://www.bcfi.be/nl/contents/jump?amppid=47613&view=pvt"
"2574978";"Coveram 10/10 tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=48637";"http://www.bcfi.be/nl/contents/jump?amppid=48637&view=pvt"
"2581767";"Venlafaxine Apotex harde caps. verl. afgifte 56 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=48884";"http://www.bcfi.be/nl/contents/jump?amppid=48884&view=pvt"
"2581775";"Venlafaxine Apotex harde caps. verl. afgifte 98 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=48892";"http://www.bcfi.be/nl/contents/jump?amppid=48892&view=pvt"
"2550358";"Venlafaxine Apotex harde caps. verl. afgifte 28 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46961";"http://www.bcfi.be/nl/contents/jump?amppid=46961&view=pvt"
"2557205";"Pantomed maagsapresist. tabl. 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47324";"http://www.bcfi.be/nl/contents/jump?amppid=47324&view=pvt"
"2581742";"Venlafaxine Apotex harde caps. verl. afgifte 56 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=48868";"http://www.bcfi.be/nl/contents/jump?amppid=48868&view=pvt"
"2912475";"Saphirena filmomh. tabl. 3 x 28 x 0,075 mg";"http://www.bcfi.be/nl/contents/jump?amppid=125146";"http://www.bcfi.be/nl/contents/jump?amppid=125146&view=pvt"
"2581759";"Venlafaxine Apotex harde caps. verl. afgifte 98 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=48876";"http://www.bcfi.be/nl/contents/jump?amppid=48876&view=pvt"
"2626968";"Pantomed maagsapresist. tabl. 100 x 20 mg [flacon]";"http://www.bcfi.be/nl/contents/jump?amppid=51045";"http://www.bcfi.be/nl/contents/jump?amppid=51045&view=pvt"
"2557239";"Pantomed inj./inf. oploss. (pdr.) i.v. [flac.] 1 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47340";"http://www.bcfi.be/nl/contents/jump?amppid=47340&view=pvt"
"2557155";"Pantomed maagsapresist. tabl. 28 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47282";"http://www.bcfi.be/nl/contents/jump?amppid=47282&view=pvt"
"2557163";"Pantomed maagsapresist. tabl. 56 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47290";"http://www.bcfi.be/nl/contents/jump?amppid=47290&view=pvt"
"2557171";"Pantomed maagsapresist. tabl. 100 x 40 mg [blister]";"http://www.bcfi.be/nl/contents/jump?amppid=47308";"http://www.bcfi.be/nl/contents/jump?amppid=47308&view=pvt"
"2626992";"Pantomed maagsapresist. tabl. 100 x 40 mg [flacon]";"http://www.bcfi.be/nl/contents/jump?amppid=51052";"http://www.bcfi.be/nl/contents/jump?amppid=51052&view=pvt"
"2120046";"Fluconazole Mylan harde caps. 10 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=33720";"http://www.bcfi.be/nl/contents/jump?amppid=33720&view=pvt"
"1286285";"Acetylcysteine EG bruistabl. 10 x 600 mg";"http://www.bcfi.be/nl/contents/jump?amppid=17186";"http://www.bcfi.be/nl/contents/jump?amppid=17186&view=pvt"
"2999829";"Ebixa filmomh. tabl. 84 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=72074";"http://www.bcfi.be/nl/contents/jump?amppid=72074&view=pvt"
"2544641";"Oxaliplatine Teva inf. oploss. (conc.) i.v. [flac.] 1 x 200 mg / 40 ml";"http://www.bcfi.be/nl/contents/jump?amppid=46433";"http://www.bcfi.be/nl/contents/jump?amppid=46433&view=pvt"
"2120020";"Fluconazole Mylan harde caps. 10 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=33704";"http://www.bcfi.be/nl/contents/jump?amppid=33704&view=pvt"
"2120038";"Fluconazole Mylan harde caps. 1 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=33712";"http://www.bcfi.be/nl/contents/jump?amppid=33712&view=pvt"
"2546224";"Venlafaxine Mylan harde caps. verl. afgifte Retard 28 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46516";"http://www.bcfi.be/nl/contents/jump?amppid=46516&view=pvt"
"2552636";"OxyNorm orodisp. tabl. Instant 28 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47076";"http://www.bcfi.be/nl/contents/jump?amppid=47076&view=pvt"
"2552644";"OxyNorm orodisp. tabl. Instant 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47084";"http://www.bcfi.be/nl/contents/jump?amppid=47084&view=pvt"
"2552651";"OxyNorm orodisp. tabl. Instant 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47092";"http://www.bcfi.be/nl/contents/jump?amppid=47092&view=pvt"
"2615672";"Venlafaxine Mylan harde caps. verl. afgifte Retard 28 x 37,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50682";"http://www.bcfi.be/nl/contents/jump?amppid=50682&view=pvt"
"2615680";"Venlafaxine Mylan harde caps. verl. afgifte Retard 56 x 37,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50690";"http://www.bcfi.be/nl/contents/jump?amppid=50690&view=pvt"
"2546240";"Venlafaxine Mylan harde caps. verl. afgifte Retard 28 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46524";"http://www.bcfi.be/nl/contents/jump?amppid=46524&view=pvt"
"2546257";"Venlafaxine Mylan harde caps. verl. afgifte Retard 56 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46532";"http://www.bcfi.be/nl/contents/jump?amppid=46532&view=pvt"
"2551232";"Venlafaxine Mylan harde caps. verl. afgifte Retard 100 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47001";"http://www.bcfi.be/nl/contents/jump?amppid=47001&view=pvt"
"2551240";"Venlafaxine Mylan harde caps. verl. afgifte Retard 100 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47019";"http://www.bcfi.be/nl/contents/jump?amppid=47019&view=pvt"
"2646982";"Paroxetine Mylan filmomh. tabl. (deelb.) 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=70326";"http://www.bcfi.be/nl/contents/jump?amppid=70326&view=pvt"
"2919892";"Paroxetine Mylan filmomh. tabl. (deelb.) 100 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=76265";"http://www.bcfi.be/nl/contents/jump?amppid=76265&view=pvt"
"2654952";"Paroxetine Mylan filmomh. tabl. (deelb.) 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=76315";"http://www.bcfi.be/nl/contents/jump?amppid=76315&view=pvt"
"2545309";"Paroxetine Mylan filmomh. tabl. (deelb.) 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=76349";"http://www.bcfi.be/nl/contents/jump?amppid=76349&view=pvt"
"2877686";"Olanzapine Sandoz filmomh. tabl. (deelb.) 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=60970";"http://www.bcfi.be/nl/contents/jump?amppid=60970&view=pvt"
"2647006";"Paroxetine Mylan filmomh. tabl. (deelb.) 28 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=106484";"http://www.bcfi.be/nl/contents/jump?amppid=106484&view=pvt"
"2647022";"Paroxetine Mylan filmomh. tabl. (deelb.) 56 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=106492";"http://www.bcfi.be/nl/contents/jump?amppid=106492&view=pvt"
"2886497";"Olanzapine Sandoz filmomh. tabl. 98 x 7,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=134866";"http://www.bcfi.be/nl/contents/jump?amppid=134866&view=pvt"
"2775708";"Olanzapine Sandoz filmomh. tabl. 56 x 7,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=59550";"http://www.bcfi.be/nl/contents/jump?amppid=59550&view=pvt"
"2775674";"Olanzapine Sandoz filmomh. tabl. (deelb.) 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=59527";"http://www.bcfi.be/nl/contents/jump?amppid=59527&view=pvt"
"2567345";"Paclitaxin inf. oploss. (conc.) i.v. [flac.] 1 x 150 mg / 25 ml";"http://www.bcfi.be/nl/contents/jump?amppid=47886";"http://www.bcfi.be/nl/contents/jump?amppid=47886&view=pvt"
"2546398";"Confidex inf. oploss. (pdr. + solv.) i.v. [2x flac.]";"http://www.bcfi.be/nl/contents/jump?amppid=124974";"http://www.bcfi.be/nl/contents/jump?amppid=124974&view=pvt"
"2556900";"Cefazoline Mylan inj./inf. oploss. (pdr.) i.m./i.v. [flac.] 10 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=47266";"http://www.bcfi.be/nl/contents/jump?amppid=47266&view=pvt"
"2556918";"Cefazoline Mylan inj./inf. oploss. (pdr.) i.m./i.v. [flac.] 10 x 2 g";"http://www.bcfi.be/nl/contents/jump?amppid=47274";"http://www.bcfi.be/nl/contents/jump?amppid=47274&view=pvt"
"2775682";"Olanzapine Sandoz filmomh. tabl. (deelb.) 56 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=59535";"http://www.bcfi.be/nl/contents/jump?amppid=59535&view=pvt"
"2575405";"Acidine bruistabl. 20 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=48652";"http://www.bcfi.be/nl/contents/jump?amppid=48652&view=pvt"
"2601664";"Ranitidine EG bruistabl. 56 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50005";"http://www.bcfi.be/nl/contents/jump?amppid=50005&view=pvt"
"2601672";"Ranitidine EG bruistabl. 56 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50013";"http://www.bcfi.be/nl/contents/jump?amppid=50013&view=pvt"
"2601698";"Ranitidine EG bruistabl. 112 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50021";"http://www.bcfi.be/nl/contents/jump?amppid=50021&view=pvt"
"2601706";"Ranitidine EG bruistabl. 28 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=50039";"http://www.bcfi.be/nl/contents/jump?amppid=50039&view=pvt"
"2659167";"Losartan Plus EG 50/12,5 filmomh. tabl. 28 x";"http://www.bcfi.be/nl/contents/jump?amppid=52514";"http://www.bcfi.be/nl/contents/jump?amppid=52514&view=pvt"
"3414117";"Bipressil 10/10 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=137562";"http://www.bcfi.be/nl/contents/jump?amppid=137562&view=pvt"
"2550002";"Amlodipine Teva tabl. (deelb.) 100 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46888";"http://www.bcfi.be/nl/contents/jump?amppid=46888&view=pvt"
"2550010";"Amlodipine Teva tabl. (deelb.) 28 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46896";"http://www.bcfi.be/nl/contents/jump?amppid=46896&view=pvt"
"2550028";"Amlodipine Teva tabl. (deelb.) 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46904";"http://www.bcfi.be/nl/contents/jump?amppid=46904&view=pvt"
"2550036";"Amlodipine Teva tabl. (deelb.) 98 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46912";"http://www.bcfi.be/nl/contents/jump?amppid=46912&view=pvt"
"2659183";"Losartan Plus EG 50/12,5 filmomh. tabl. 98 x";"http://www.bcfi.be/nl/contents/jump?amppid=52530";"http://www.bcfi.be/nl/contents/jump?amppid=52530&view=pvt"
"2659191";"Losartan Plus EG 100/25 filmomh. tabl. (deelb.) Forte 98 x";"http://www.bcfi.be/nl/contents/jump?amppid=52548";"http://www.bcfi.be/nl/contents/jump?amppid=52548&view=pvt"
"2550317";"Finasteride Mylan filmomh. tabl. 28 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46938";"http://www.bcfi.be/nl/contents/jump?amppid=46938&view=pvt"
"2550333";"Finasteride Mylan filmomh. tabl. 112 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46946";"http://www.bcfi.be/nl/contents/jump?amppid=46946&view=pvt"
"2549996";"Amlodipine Teva tabl. (deelb.) 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=46870";"http://www.bcfi.be/nl/contents/jump?amppid=46870&view=pvt"
"2555126";"Pantoprazole EG maagsapresist. tabl. 56 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47167";"http://www.bcfi.be/nl/contents/jump?amppid=47167&view=pvt"
"2555159";"Pantoprazole EG maagsapresist. tabl. 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47191";"http://www.bcfi.be/nl/contents/jump?amppid=47191&view=pvt"
"2555175";"Pantoprazole EG maagsapresist. tabl. 56 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47209";"http://www.bcfi.be/nl/contents/jump?amppid=47209&view=pvt"
"3303930";"Pantoprazole EG maagsapresist. tabl. 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=131482";"http://www.bcfi.be/nl/contents/jump?amppid=131482&view=pvt"
"2564227";"Finasteride Teva filmomh. tabl. 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47696";"http://www.bcfi.be/nl/contents/jump?amppid=47696&view=pvt"
"2564235";"Finasteride Teva filmomh. tabl. 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=47704";"http://www.bcfi.be/nl/contents/jump?amppid=47704&view=pvt"
"2551877";"Yaz filmomh. tabl. 3 x 28 (24+4)";"http://www.bcfi.be/nl/contents/jump?amppid=106393";"http://www.bcfi.be/nl/contents/jump?amppid=106393&view=pvt"
"2677417";"Yaz filmomh. tabl. 13 x 28 (24+4)";"http://www.bcfi.be/nl/contents/jump?amppid=106690";"http://www.bcfi.be/nl/contents/jump?amppid=106690&view=pvt"
"2677425";"Yaz filmomh. tabl. 6 x 28 (24+4)";"http://www.bcfi.be/nl/contents/jump?amppid=106708";"http://www.bcfi.be/nl/contents/jump?amppid=106708&view=pvt"
"2637957";"Kinespir Patch transderm. lok. medic. pleister 5 x 10 mg / 1 g (14 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=51433";"http://www.bcfi.be/nl/contents/jump?amppid=51433&view=pvt"
"2637981";"Kinespir Patch transderm. lok. medic. pleister 10 x 10 mg / 1 g (14 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=51441";"http://www.bcfi.be/nl/contents/jump?amppid=51441&view=pvt"
"2562379";"Bridion inj. oploss. i.v. [flac.] 10 x 200 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=47522";"http://www.bcfi.be/nl/contents/jump?amppid=47522&view=pvt"
"2562361";"Bridion inj. oploss. i.v. [flac.] 10 x 500 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=47514";"http://www.bcfi.be/nl/contents/jump?amppid=47514&view=pvt"
"2505311";"Plavix filmomh. tabl. 30 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=45690";"http://www.bcfi.be/nl/contents/jump?amppid=45690&view=pvt"
"2544674";"Relistor inj. oploss. s.c. [flac.] 1 x 12 mg / 0,6 ml";"http://www.bcfi.be/nl/contents/jump?amppid=46458";"http://www.bcfi.be/nl/contents/jump?amppid=46458&view=pvt"
"2666261";"Sotalex tabl. (deelb.) 50 x 160 mg";"http://www.bcfi.be/nl/contents/jump?amppid=53082";"http://www.bcfi.be/nl/contents/jump?amppid=53082&view=pvt"
"2969947";"Saphirena filmomh. tabl. 1 x 28 x 0,075 mg";"http://www.bcfi.be/nl/contents/jump?amppid=125260";"http://www.bcfi.be/nl/contents/jump?amppid=125260&view=pvt"
"2755676";"Firazyr inj. oploss. s.c. [voorgev. spuit] 1 x 30 mg / 3 ml";"http://www.bcfi.be/nl/contents/jump?amppid=56382";"http://www.bcfi.be/nl/contents/jump?amppid=56382&view=pvt"
"2572089";"Janumet 50/850 filmomh. tabl. 56 x";"http://www.bcfi.be/nl/contents/jump?amppid=48181";"http://www.bcfi.be/nl/contents/jump?amppid=48181&view=pvt"
"2581973";"Strattera harde caps. 28 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=48918";"http://www.bcfi.be/nl/contents/jump?amppid=48918&view=pvt"
"2572121";"Janumet 50/1 filmomh. tabl. 56 x";"http://www.bcfi.be/nl/contents/jump?amppid=48207";"http://www.bcfi.be/nl/contents/jump?amppid=48207&view=pvt"
"2626901";"Losartan Apotex filmomh. tabl. (deelb.) 98 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51011";"http://www.bcfi.be/nl/contents/jump?amppid=51011&view=pvt"
