"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0013086";"MJA";true;"Dexrazoxan";"_";"_"
"0018978";"MJB";true;"Mesna";"_";"_"
"0013250";"N";false;"Mineralen en vitaminen";"- 14.1. Mineralen - 14.2. Vitaminen Alleen de als geneesmiddel geregistreerde preparaten worden hier vermeld. Heel wat preparaten op basis van mineralen en vitaminen zijn als voedingssupplement te verkrijgen.";"_"
"0013268";"NA";false;"Mineralen";"Calcium wordt besproken in [9.5.1. Calcium](http://www.bcfi.be/nl/contents/13391) bij de geneesmiddelen gebruikt bij osteoporose.";"_"
"0013276";"NAA";false;"IJzer";"Naast de ijzerpreparaten worden hieronder ook de associaties van ijzer met foliumzuur vermeld. **_Plaatsbepaling_** - Bij ferriprieve anemie volstaat meestal orale toediening van ijzer. Daarbij maakt men best gebruik van een ijzerpreparaat waaraan geen andere werkzame bestanddelen zijn toegevoegd. - Soms wordt, zonder veel argumenten, ascorbinezuur toegevoegd om de resorptie van het ijzer te verbeteren. - Bij behandeling van ijzertekort moet men er rekening mee houden dat de ijzerreserves in het organisme moeten aangevuld worden, en dit kan 3 tot 6 maanden vragen. - In sommige gevallen, bijvoorbeeld na gastrectomie, moet blijvend ijzer toegediend worden. Ook bepaalde chirurgische ingrepen voor obesitas induceren malabsorptie met ijzergebrek. - Een normale zwangerschap is geen indicatie voor ijzersuppletie. - Parenterale toediening van ijzer is slechts in zeldzame gevallen aangewezen, bv. bij ernstige resorptiestoornissen of na falen van orale behandeling. **_Indicaties (synthese van de SKP)_** - Ferriprieve anemie. **_Contra-indicaties_** - IJzer parenteraal: leverinsufficiëntie; acuut nierfalen. **_Ongewenste effecten_** - Orale toediening: maaglast, diarree of obstipatie, zwartverkleuring van de feces. - Vloeibare orale preparaten: ook reversibele verkleuring van de tanden (best innemen met een rietje). - Intraveneuze toediening, vooral van ijzerdextraan: hypotensie (vooral bij snelle intraveneuze toediening), gaande tot shock; systemische overgevoeligheidsreacties gaande tot ernstige anafylaxis, met verhoogd risico bij patiënten met allergische aandoeningen zoals astma of eczeem en bij patiënten met immunologische of inflammatoire aandoeningen. - Intramusculaire toediening: pijn en soms irreversibele bruinverkleuring van de huid op de plaats van injectie. - Overdosering kan aanleiding geven tot ernstige intoxicaties, vooral bij kinderen. **_Interacties_** - Verminderde resorptie van o.a. bisfosfonaten, chinolonen, levodopa, levothyroxine en tetracyclines bij gelijktijdige inname van ijzer. - Verminderde resorptie van ijzer bij gelijktijdige inname van o.a. antacida, calciumzouten, tetracyclines en chinolonen. - Een interval van minstens 2 à 3 uur tussen inname van ijzer en inname van de andere geneesmiddelen is aangewezen. **_Bijzondere voorzorgen_** - Toedienen tijdens of na de maaltijd vermindert de gastro-intestinale last maar vermindert ook de resorptie. - IJzer toedienen zonder de oorzaak van de ferriprieve toestand (bv. gastro-intestinaal bloedverlies) op te sporen, is af te raden. - Het natriumgehalte van bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet. - Intraveneuze toediening: het gebruik van een testdosis kan een anafylactische reactie niet voorspellen. De patiënt dient tijdens en na de intraveneuze toediening geobserveerd te worden, en reanimatiemateriaal moet voorhanden zijn. **_Dosering_** - Volwassene: per dag kan het organisme ongeveer 100 mg elementair ijzer per os verwerken. - Kinderen: 2 tot 3 mg elementair ijzer/kg/dag. - Bij de orale preparaten hieronder wordt de hoeveelheid elementair ijzer tussen haakjes aangegeven.";"_"
"0013284";"NAAA";false;"Orale preparaten";"_";"_"
"0013292";"NAAAA";true;"IJzergluconaat";"_";"_"
"0013300";"NAAAB";true;"IJzerpolysacharaat";"_";"_"
"0013318";"NAAAC";true;"IJzersulfaat";"_";"_"
"0013326";"NAAAD";true;"Associatie ijzer + foliumzuur";"_";"_"
"0013334";"NAAB";false;"Parenterale preparaten";"_";"_"
"0013342";"NAABA";true;"Specialiteiten [Parenterale preparaten]";"_";"_"
"0013359";"NAB";false;"Fluoride";"**_Plaatsbepaling_** - Lokaal wordt fluoride aangewend ter preventie van tandcariës [[zie Folia april 2013](http://www.bcfi.be/nl/articles/query?number=F40N04C)]. - Er bestaat geen indicatie voor systemisch gebruik van fluoride; ook fluoride in lage dosis langs algemene weg bij kinderen ter preventie van cariës wordt niet meer aanbevolen: dagelijks gebruik van fluoridehoudende tandpasta volstaat. Preventie en behandeling van osteoporose zijn geen indicaties. **_Indicaties (synthese van de SKP)_** - Preventie van cariës (lokale toepassing). **_Ongewenste effecten_** - Chronisch gebruik van hoge doses fluoride: ernstige ongewenste effecten (bv. afwijkingen van het beendergestel en de tanden). - Overdosis: gastro-intestinale symptomen, hypocalciëmie en hypoglykemie, en mogelijk respiratoire of cardiale depressie. **_Zwangerschap en borstvoeding_** - Systemisch gebruik van fluoride is af te raden tijdens de zwangerschap. **_Dosering_** - Lokale toepassing ter preventie van cariës - Tot de leeftijd van 2 jaar dient een kindertandpasta met maximum 1.000 ppm (_parts per million_) fluoride te worden gebruikt. Vanaf 2 jaar tot de leeftijd van 6 jaar een kindertandpasta met 1.000 à 1.450 ppm fluoride. Vanaf 6 jaar kan een gewone tandpasta (1.450 ppm fluoride) gebruikt worden. - Poetsen van de tanden 's morgens en 's avonds (bij voorkeur voor het slapengaan) wordt aangeraden voor alle leeftijdsgroepen. - Voor de groep tot 6 jaar wordt een erwtgrootte hoeveelheid tandpasta aanbevolen. Voor alle andere groepen 1 à 2 cm. - De gels op basis van fluoride zijn in principe bestemd voor applicatie door de tandarts.";"_"
"0013367";"NABA";true;"Fluoride voor lokale toepassing";"_";"_"
"0013375";"NABB";true;"Fluoride langs algemene weg";"_";"_"
"0013383";"NAC";false;"Magnesium";"**_Plaatsbepaling_** - Toediening van magnesium is slechts aangewezen bij magnesiumtekort. - Spierspasmen zonder magnesiumtekort zijn geen indicatie. - Magnesium wordt intraveneus toegediend voor behandeling van convulsies en hartaritmieën ten gevolge van ernstig magnesiumtekort, alsook voor de behandeling van pre-eclampsie en eclampsie. **_Contra-indicaties_** - Ernstige nierinsufficiëntie. **_Ongewenste effecten_** - Diarree. **_Bijzondere voorzorgen_** - Magnesiumbepaling in het serum is een slechte voorspeller van de totale magnesiumvoorraad in het lichaam.";"_"
"0017152";"NACA";true;"Specialiteiten [Magnesium]";"_";"_"
"0016436";"TACB";false;"IJzerchelatoren";"**_Plaatsbepaling_** - Deferasirox, deferipron en deferoxamine vormen met ijzerionen oplosbare chelaten, en worden gebruikt bij intoxicaties door ijzer en bij sommige ijzerstapelingsziekten. **_Contra-indicaties_** - Deferasirox: leverinsufficiëntie; matige tot ernstige nierinsufficiëntie. - Deferipron: voorgeschiedenis van agranulocytose of neutropenie. **_Interacties_** - Deferasirox is een inhibitor van CYP1A2 en CYP2C8 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Ongewenste effecten_** - Deferasirox: leverinsufficiëntie, gastro-intestinale bloedingen, renale tubulopathie, verhoging van de creatininemie; regelmatige controle van de nier- en leverfunctie wordt aanbevolen. - Deferipron: neutropenie en agranulocytose; wekelijkse hematologische controle wordt aanbevolen. - Deferoxamine: reacties t.h.v. de injectieplaats, zelden allergie.";"_"
"0016824";"NAD";false;"Kalium";"**_Plaatsbepaling_** - Vooral preventie en behandeling van kaliumdepletie bij patiënten die kaliumverliezende diuretica gebruiken of bij patiënten met levercirrose. - Hypokaliëmie met alkalose: preparaten op basis van kaliumchloride. **_Indicaties (synthese van de SKP)_** - Herstellen van kaliumtekort veroorzaakt door verminderde toevoer (ondervoeding, chronisch alcoholisme) of toegenomen verlies. **_Contra-indicaties_** - Nierinsufficiëntie. - Gelijktijdige toediening van kaliumsparende diuretica. **_Ongewenste effecten_** - Hyperkaliëmie met risico van levensbedreigende hartritmestoornissen ([zie Inl.6.2.7. Hyperkaliëmie](http://www.bcfi.be/nl/contents/9990219)). - Gastro-intestinale stoornissen (frequent). **_Interacties_** - Verhoogd risico van hyperkaliëmie bij gelijktijdige toediening van NSAID’s, ACE-inhibitoren of sartanen. **_Bijzondere voorzorgen_** - Voorzichtig bij ouderen omwille van hun risico van nierinsufficiëntie en dus van hyperkaliëmie. **_Dosering_** - Per os: 10 à 30 mEq per dag, naargelang de klinische situatie (profylaxe of behandeling, matige of ernstige depletie).";"_"
"0016832";"NADA";true;"Kaliumchloride";"_";"_"
"0016840";"NADB";true;"Kaliumgluconaat";"_";"_"
"0020479";"NAE";false;"Selenium";"**_Plaatsbepaling_** - De toediening van selenium is slechts verantwoord in het kader van parenterale voeding of bij een bewezen ernstig tekort. **_Ongewenste effecten_** - Acute overdosering: gastro-intestinale stoornissen, spierspasmen. - Chronische overdosering: aantasting van huid, nagels en haar, perifere neuropathie. **_Bijzondere voorzorgen_** - De seleniumserumconcentraties moeten regelmatig worden opgevolgd.";"_"
"0020511";"NAEA";true;"Specialiteiten [Selenium]";"_";"_"
"0025460";"NAF";false;"Zink";"**_Plaatsbepaling_** - De toediening van zink is slechts verantwoord in het kader van parenterale voeding of bij een bewezen ernstig tekort. **_Ongewenste effecten_** - Bij overdosering: verhoogde amylasespiegels, spijsverteringsstoornissen, hartaritmie, anemie en thrombopenie.";"_"
"0025478";"NAFA";true;"Specialiteiten [Zink]";"_";"_"
"0016857";"NB";false;"Vitaminen";"Eerst worden de specialiteiten gegeven die slechts één vitamine bevatten, samen met eventuele klassieke associaties. Daarna worden de multivitaminepreparaten en de specialiteiten die o.a. vitaminen bevatten, besproken. Vitamine C in associatie met analgetica wordt besproken in [ 8.2.5. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6510) **_Plaatsbepaling_** - Uitgesproken tekort aan vitaminen is in ons land zeldzaam buiten pathologische situaties zoals malabsorptie, maar bij sommige bevolkingsgroepen kunnen fruste hypovitaminosen optreden (zie bij de verschillende vitaminen). - Bij totale parenterale voeding is systematische toediening van vitaminen en oligo-elementen aangewezen, gezien deze elementen niet kunnen toegevoegd worden aan de industrieel voorbereide mengsels. - Bij malabsorptie en na bepaalde chirurgische ingrepen voor obesitas kan een tekort aan de vitaminen A, D, E, K, B12 en foliumzuur optreden; bij cholestase kunnen tekorten aan de vetoplosbare vitamines A, D, E en K optreden. Bij andere aandoeningen beperkt het vitaminetekort zich dikwijls tot één of twee vitaminen. - Vitaminen worden gewoonlijk onderverdeeld in functie van hun oplosbaarheid: vetoplosbaar of wateroplosbaar. De vetoplosbare vitaminen (A, D, E, K) worden via dezelfde wegen als de voedingslipiden geresorbeerd, getransporteerd en uitgescheiden; ze worden opgeslagen in verschillende organen, en kunnen toxisch zijn bij accumulatie. De wateroplosbare vitaminen (vitaminen van de B-groep, vitamine C) stapelen zich niet op en worden gemakkelijk uitgescheiden via de nieren. - Voor sommige vitaminen, vooral A en D, kan overdosering aanleiding geven tot intoxicatie. - Zolang de aanbevolen dagelijkse dosis ongeveer overeenkomt met de dagelijkse behoefte, worden vitaminen officieel als voedingsmiddelen (''nutriënten'') aanzien. Hierna wordt voor de verschillende vitaminen de aanbevolen dagelijkse hoeveelheid (ADH) gegeven voor de gezonde volwassene. - Retinol (vitamine A): 650-750 μg (1 μg komt overeen met 3,33 IE) - Thiamine (vitamine B1): 1,1-1,5 mg - Riboflavine (vitamine B2): 1,2-1,5 mg - Nicotinamide (vitamine B3= PP): 14-16 mg - Dexpanthenol (vitamine B5): 5 mg - Pyridoxine (vitamine B6): 2-3 mg - Cyanocobalamine (vitamine B12): 4 μg - Foliumzuur: 200-300 µg - Ascorbinezuur (vitamine C): 110 mg - Calciferol (vitamine D): 10-15 μg (1 μg komt overeen met 40 IE) - α-Tocoferol (vitamine E): 11-13 mg - Biotine (vitamine H of B8): 40 μg - Vitamine K1: 50-70 µg Meer gedetailleerde informatie is te vinden in de ''Voedingsaanbevelingen voor België'' van de Hoge Gezondheidsraad (herziening 2016), via www.health.belgium.be/nl/advies-9285-voedingsaanbevelingen-voor-belgie-2016";"_"
"0016865";"NBA";true;"Retinol (vitamine A)";"Er zijn op dit ogenblik voor vitamine A geen monopreparaten als specialiteit beschikbaar. **_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Tekort aan vitamine A (retinol) wordt in onze streken alleen aangetroffen bij ernstige malabsorptie. Supplementen worden aangeraden bij patiënten met cholestase of andere vormen van vetmalabsorptie zoals mucoviscidose. **_Contra-indicaties_** - **Zwangerschap** (_zie rubriek ''Zwangerschap en borstvoeding''_). **_Ongewenste effecten_** - Intracraniële hypertensie en hyperostose bij overdosering. - Leveraantasting bij langdurige behandeling met doses van 25.000 IE per dag of meer. **_Zwangerschap en borstvoeding_** - **Wegens het risico van teratogeniteit is inname van hoge doses vitamine A (totale daginname van meer dan 10.000 IE in de voeding en als supplement) tijdens de zwangerschap gecontra-indiceerd.** **_Bijzondere voorzorgen_** - Opgelet voor overdosering.";"_"
"0013458";"NBB";false;"Thiamine (vitamine B<SUB>1</SUB>)";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Thiamine wordt aanbevolen bij chronisch alcoholmisbruik en andere ziektebeelden met deficiëntie. - Ernstig thiaminetekort kan optreden bij chronische alcoholproblemen met deficiënte voeding, maar ook bv. bij chronisch vasten of persisterend braken. Ernstig thiaminetekort kan leiden tot encefalopathie van Wernicke, een ernstige neurologische aandoening die vaak wordt miskend en waarvan de diagnose klinisch moeilijk te stellen is. - Het risico van encefalopathie van Wernicke bij patiënten met chronisch alcoholmisbruik is verhoogd tijdens de fase van alcoholontwenning, bij ondervoeding, bij alcohol-geïnduceerd leverlijden of tijdens hospitalisatie omwille van intercurrente ziekte. Zeker bij deze risicopatiënten is preventieve toediening van thiamine aangewezen, en dit is te overwegen bij alle patiënten met chronisch alcoholmisbruik. Bij elk vermoeden van encefalopathie van Wernicke dient een curatieve behandeling gestart te worden [[zie Folia maart 2016](http://www.bcfi.be/nl/articles/query?number=F43N03B)]. - Thiamine wordt, zonder veel argumenten, in hoge doses gebruikt bij de behandeling van neuropathische pijn. **_Ongewenste effecten_** - Zeldzaam: anafylactische reacties bij parenterale toediening. **_Bijzondere voorzorgen_** - Bij thiaminedeficiënte personen wordt in principe geen glucose-infuus gegeven zonder toediening van thiamine, gezien het risico van uitlokken of verergeren van Wernicke-encefalopathie. In geval van verminderd bewustzijn door hypoglykemie met noodzaak voor hypertoon glucose zal evenwel niet gewacht worden met de glucosetoediening wanneer geen thiamine voorhanden is; thiaminetoediening wordt zo snel mogelijk nadien gestart. **_Toediening en dosering_** - Volgende doses worden voorgesteld in het kader van encefalopathie van Wernicke (thiamine wordt vaak samen met andere vitamines van de B-groep toegediend). - Preventief bij patiënten met hoog risico (bv. hospitalisatie bij alcoholontwenning in aanwezigheid van malnutritie): 250 mg parenteraal (i.m. of i.v.), 1 x p.d. ged. 3 tot 5 dagen. - Bij vermoeden van encefalopathie van Wernicke, of curatief: 500 tot 750 mg i.v., 3 x p.d. ged. 2 tot 3 dagen; bij gunstig resultaat nadien 250 mg parenteraal (i.m. of i.v.), gedurende 3 tot 5 dagen of tot geen verdere respons. - Sommige bronnen raden preventief thiamine aan bij elke patiënt met chronisch alcoholmisbruik in een dosis van 50 mg oraal 2 x p.d. (eventueel magistraal).";"_"
"0016873";"NBBA";true;"Specialiteiten [Thiamine (vitamine B1)]";"_";"_"
"0016881";"NBC";true;"Riboflavine (vitamine B<SUB>2</SUB>)";"Riboflavine is enkel nog beschikbaar in associatie met andere vitaminen ([zie 14.2.9. Combinatiepreparaten met vitamine B](http://www.bcfi.be/nl/contents/13599)). **_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Tekort aan vitamine B2 is zeldzaam en maakt meestal deel uit van een multipele deficiëntie; toediening van een vitamine B-complex is in dat geval aangewezen.";"_"
"0013490";"NBD";false;"Nicotinamide (vitamine B<SUB>3</SUB> of PP)";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Nicotinamide of PP (_pellagra preventing factor_) wordt bij pellagra gebruikt. - Bij pellagra bestaat echter meestal een multipele deficiëntie, en is toediening van een vitamine B-complex aangewezen.";"_"
"0013508";"NBDA";true;"Specialiteiten [Nicotinamide (vitamine B3 of PP)]";"_";"_"
"0016444";"TACBA";true;"Specialiteiten [IJzerchelatoren]";"_";"_"
"0013532";"NBF";false;"Vitamine B<SUB>12</SUB>";"Onder die naam worden een aantal natuurlijke en semisynthetische cobalamines zoals hydroxocobalamine en cyanocobalamine gerangschikt. In het organisme zelf komt vitamine B12 voor als cobalamide. **_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Een tekort aan vitamine B12 wordt frequent gezien bij ouderen, vooral wanneer ze geïnstitutionaliseerd zijn. - Tekort aan vitamine B12 kan optreden door stoornissen in de resorptie, vooral bij ouderen, na bepaalde chirurgische ingrepen voor obesitas, en bij _short bowel_ syndroom na resectie van het ileum. - Personen die een veganistisch dieet volgen (geen enkel voedingsmiddel van dierlijke oorsprong, dus ook geen zuivelproducten of eieren), hebben nood aan een vitamine B12-supplement. Ook borstgevoede kinderen van veganistische moeders lopen een risico van vitamine B12-tekort. - Vitamine B12-deficiëntie kan leiden tot macrocytaire anemie en neurologische verschijnselen (pernicieuze anemie). Dit ziektebeeld kan miskend worden wanneer de patiënt werd behandeld met een associatiepreparaat dat vitamine B12 of foliumzuur bevat. - Langdurige behandeling met metformine of protonpompinhibitoren kan aanleiding geven tot vitamine B12-deficiëntie. - Toediening van hydroxocobolamine is te overwegen bij personen die cyanidedampen inhaleerden en tekenen vertonen van intoxicatie ([zie 20.1.2.1. Hydroxocobalamine bij cyanide-intoxicatie](http://www.bcfi.be/nl/contents/19299)). **_Ongewenste effecten_** - Anafylactische reacties bij parenterale toediening. **_Toediening en dosering_** - Een mogelijk behandelingsschema bij pernicieuze anemie is initieel 1 mg hydroxocobalamine of cyanocobalamine i.m. om de 2 à 3 dagen tot een totaal van 6 mg, en nadien, als onderhoudsdosis, 1 mg i.m. om de 2 maanden (cyanocobalamine) of om de 3 maanden (hydroxocobalamine). - Orale toediening van hoge doses cyanocobalamine (1 à 2 mg p.d.) zou even doeltreffend zijn als intramusculaire toediening [[zie Folia februari 2008](http://www.bcfi.be/nl/articles/query?number=F35N02I)].";"_"
"0019547";"NBFA";true;"Cyanocobalamine";"_";"_"
"0013540";"NBFB";true;"Hydroxocobalamine";"_";"_"
"0013557";"NBG";false;"Foliumzuur";"Foliumzuur in associatie met ijzer wordt vermeld met de ijzerpreparaten ([zie 14.1.1. IJzer](http://www.bcfi.be/nl/contents/13276)). **_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Er is goede evidentie dat toediening van foliumzuur pre- en periconceptioneel de incidentie van neuraalbuisdefecten verlaagt (_zie rubriek ''Dosering''_) [[zie Folia januari 2006](http://www.bcfi.be/nl/articles/query?number=F33N01G)]. - Tekort aan foliumzuur (bij resorptiestoornissen en gedurende het 2de en 3de zwangerschapstrimester) kan aanleiding geven tot macrocytaire anemie. - Toediening van foliumzuur tijdens behandeling met methotrexaat in lage dosis bij reumatoïde artritis, bij ziekte van Crohn en bij ernstige psoriasis, verlaagt het risico van bepaalde ongewenste effecten van methotrexaat. **_Indicaties (synthese van de SKP)_** - Preventie van neuraalbuisdefecten (periconceptioneel). - Hemolytische anemie om het toegenomen verbruik van foliumzuur te compenseren. - Bij patiënten op methotrexaat in lage dosis bij reumatoïde artritis, bij ziekte van Crohn en bij ernstige psoriasis. **_Contra-indicaties en bijzondere voorzorgen_** - Behandeling met hoge doses foliumzuur kan een tekort aan vitamine B12 maskeren. Bij pernicieuze anemie wordt bij monotherapie met foliumzuur enkel de anemie gecorrigeerd, maar niet de neurologische verschijnselen. **_Interacties_** - Verhoogde toxiciteit van fluorouracil en diens prodrugs (capecitabine en tegafur). - Daling van de plasmaconcentraties van sommige anti-epileptica (fenytoïne, fenobarbital, primidon, mogelijk ook carbamazepine en feneturide) bij inname van hoge doses foliumzuur (5 tot 15 mg per dag). **_Dosering_** - Behandeling van foliumzuurdeficiëntie: 0,5 tot 2 mg per dag. - Preventie van neuraalbuisdefecten van 8 weken vóór de conceptie tot en met de 2de maand van de zwangerschap. - Voor primaire preventie moeten alle vrouwen hun foliumzuurinname met 0,4 mg per dag verhogen vanaf 8 weken vóór de conceptie tot en met de tweede maand van de zwangerschap; een evenwichtige voeding volstaat niet om deze hoeveelheid foliumzuur te bereiken. - Foliumzuur 0,4 mg is niet beschikbaar als specialiteit; het is wel beschikbaar als voedingssupplement en kan ook magistraal worden voorgeschreven. - Voor secundaire preventie, d.w.z. bij vrouwen die bij een vroegere zwangerschap reeds een kindje met neuraalbuisdefect hadden, dient periconceptioneel 4 mg daags gegeven te worden. - Ook bij andere vrouwen met verhoogd risico van neuraalbuisdefecten (bv. vrouwen op anti-epileptica, vrouwen met diabetes [[zie Folia januari 2009](http://www.bcfi.be/nl/articles/query?number=F36N01B)], vrouwen met sikkelcelanemie), alsook bij vrouwen op sulfasalazine ([zie 3.7.2. Sulfasalazine](http://www.bcfi.be/nl/contents/3418)), wordt periconceptioneel de hoge dosis, 4 mg, gebruikt. - Bij gebruik van methotrexaat in lage dosis bij reumatoïde artritis, ziekte van Crohn en ernstige psoriasis: 5 à 10 mg éénmaal per week (de dag na de methotrexaatinname) of 1 mg per dag ([zie 9.2. Chronische artritis](http://www.bcfi.be/nl/contents/7088)).";"_"
"0013565";"NBGA";true;"Specialiteiten [Foliumzuur]";"_";"_"
"0013573";"NBH";false;"Folinezuur";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Folinezuur en zijn actieve isomeer levofolinezuur worden gebruikt om de toxische effecten van hooggedoseerd methotrexaat tegen te gaan (_rescue_): ze worden pas enkele uren na methotrexaat toegediend, dit om de antitumorale effecten van dit laatste niet tegen te gaan. - Bij gebruik van methotrexaat in lage dosis bij reumatoïde artritis, ziekte van Crohn en ernstige psoriasis wordt in plaats van folinezuur, foliumzuur voorgesteld omwille van diens geringere kostprijs ([zie 14.2.7. Foliumzuur](http://www.bcfi.be/nl/contents/13557)). - Folinezuur wordt ook gebruikt als adjuverende behandeling bij colorectale kanker, alsook tijdens behandeling met pyrimethamine ([zie 11.3.3.3. Pyrimethamine](http://www.bcfi.be/nl/contents/10702)). - Eén mg levofolinezuur komt overeen met 2 mg folinezuur. **_Interacties_** - Verhoogde toxiciteit van fluorouracil en diens prodrugs (capecitabine en tegafur).";"_"
"0013581";"NBHA";true;"Specialiteiten [Folinezuur]";"_";"_"
"0013599";"NBI";false;"Combinatiepreparaten met vitamine B";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Vitamine B1 (thiamine) wordt dikwijls geassocieerd aan vitamine B6 (pyridoxine) en vitamine B12 (cyanocobalamine). Deze combinaties zijn de enige beschikbare geneesmiddelen met hoge doses vitamine B1. - Deze preparaten worden zonder veel argumenten gebruikt bij allerlei pijntoestanden en neuritis. **_Ongewenste effecten_** - Anafylactische reacties bij parenterale toediening.";"_"
"0018200";"NBIA";true;"Specialiteiten [Combinatiepreparaten met vitamine B]";"_";"_"
"0013649";"NBJ";false;"Ascorbinezuur (vitamine C)";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Deficiëntie aan ascorbinezuur met scheurbuik is in onze streken uitzonderlijk. - Er is geen wetenschappelijke evidentie voor een gunstig effect van vitamine C bij verkoudheden en andere aandoeningen. **_Ongewenste effecten_** - Diarree bij inname van hoge doses. - Vorming van oxalaatnierstenen bij inname van hoge doses bij voorbeschikte personen. - Bij patiënten met hereditaire of secundaire hemochromatose, polycytemie en leukemie: ijzer _overload_, met tachycardie, shock, metabole acidose, coma, hartstilstand, ten gevolge van de mobilisatie van het opgestapeld ijzer door ascorbinezuur. **_Bijzondere voorzorgen_** - Het natriumgehalte van bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet.";"_"
"0013656";"NBJA";true;"Specialiteiten [Ascorbinezuur (vitamine C)]";"_";"_"
