"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"2392264";"CECBA";"0003095";"_";"17830-1321";"C";"Moviprep oploss. (pdr., zakjes) 2x2 (1x+1x)";"_";"00132";"_";2;"x";2.0000;"x";"_";"_";0.0000;"_";"_";"1+1";"_";"_";19.0200;"_";"_";"_";"_";"oploss. (pdr., zakjes)";475.5000;19.0200;19.0200;"33134";"macrogol 3.350 oraal 100 g + zouten (I) + ascorbaat + ascorbinezuur oraal 4,7 g + 5,9 g (II) [NOVOS: 3+]";false;false;"_";false;false;false;true;false
"2459337";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 28x 2,5mg";"_";"00010";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";8.5600;"_";"_";"_";"_";"tabl. (deelb.)";5.0700;1.4200;0.8500;"27185";"ramipril oraal 2,5 mg";false;true;"_";true;false;false;true;false
"2547883";"QDAA";"0016014";"_";"25320-1610";"U";"Strepsils 0,6/1,2 orofar. zuigtabl. (zonder suiker) Suikervrij Citroen 36x";"_";"00838";"_";36;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";7.8000;"_";"_";"_";"_";"orofar. zuigtabl. (zonder suiker) Suikervrij Citroen";21.6700;7.8000;7.8000;"2022";"amylmetacresol + dichloorbenzylalcohol orofaryngeaal 0,6 mg + 1,2 mg";false;false;"_";false;false;false;true;false
"2459345";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 28x 5mg";"_";"00010";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";11.8000;"_";"_";"_";"_";"tabl. (deelb.)";9.0400;2.5300;1.5200;"27201";"ramipril oraal 5 mg";false;true;"_";true;false;false;true;false
"2459352";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 56x 5mg";"_";"00010";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";13.1900;"_";"_";"_";"_";"tabl. (deelb.)";5.3800;3.0100;1.8100;"27201";"ramipril oraal 5 mg";false;true;"_";true;false;false;true;false
"2469906";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 98x 5mg";"_";"00010";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";23.4900;"_";"_";"_";"_";"tabl. (deelb.)";6.6900;6.5600;3.9000;"27201";"ramipril oraal 5 mg";false;true;"_";true;false;false;true;false
"3167442";"JIAAF";"0009225";"G";"25502-1818";"O";"Sumatriptan Teva filmomh. tabl. 24x 100mg";"_";"00009";"_";24;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";27.2100;"_";"_";"_";"_";"filmomh. tabl.";31.0400;7.4500;4.4300;"29405";"sumatriptan oraal 100 mg";false;true;"_";true;false;false;true;false
"2410967";"FHA";"0006023";"_";"3954-1818";"O";"Cabergoline Teva tabl. (deelb.) 2x 0,5mg";"_";"00010";"_";2;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";22.3500;"_";"_";"_";"_";"tabl. (deelb.)";1117.5000;22.3500;22.3500;"4747";"cabergoline oraal 0,5 mg";false;false;"_";false;false;false;true;false
"2408888";"JIAAF";"0009225";"G";"25502-1818";"O";"Sumatriptan Teva filmomh. tabl. (deelb.) 12x 50mg";"_";"00007";"_";12;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";16.2000;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";33.7500;4.0500;2.4300;"29439";"sumatriptan oraal 50 mg";false;true;"_";true;false;false;true;false
"2459311";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 28x 10mg";"_";"00010";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";17.6400;"_";"_";"_";"_";"tabl. (deelb.)";16.2100;4.5400;2.7300;"27177";"ramipril oraal 10 mg";false;true;"_";true;false;false;true;false
"2459329";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 56x 10mg";"_";"00010";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";21.5300;"_";"_";"_";"_";"tabl. (deelb.)";10.5000;5.8800;3.5300;"27177";"ramipril oraal 10 mg";false;true;"_";true;false;false;true;false
"2469914";"AGAH";"0000976";"G";"22681-612";"O";"Ramipril EG tabl. (deelb.) 98x 10mg";"_";"00010";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";39.0800;"_";"_";"_";"_";"tabl. (deelb.)";10.4800;10.2700;6.1100;"27177";"ramipril oraal 10 mg";false;true;"_";true;false;false;true;false
"2408912";"JIAAF";"0009225";"G";"25502-1818";"O";"Sumatriptan Teva filmomh. tabl. 12x 100mg";"_";"00009";"_";12;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";16.2000;"_";"_";"_";"_";"filmomh. tabl.";33.7500;4.0500;2.4300;"29405";"sumatriptan oraal 100 mg";false;true;"_";true;false;false;true;false
"2399590";"AFAA";"0000729";"G";"1412-1636";"O";"Amlodipin Sandoz tabl. (deelb.) Besilaat 60x 5mg";"_";"00006";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";10.9800;"_";"_";"_";"_";"tabl. (deelb.) Besilaat";3.7500;2.2500;1.3500;"1701";"amlodipine oraal 5 mg";false;true;"_";true;false;false;true;false
"2399640";"AFAA";"0000729";"G";"1412-1636";"O";"Amlodipin Sandoz tabl. (deelb.) Besilaat 100x 5mg";"_";"00006";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";12.2900;"_";"_";"_";"_";"tabl. (deelb.) Besilaat";2.7000;2.7000;1.6200;"1701";"amlodipine oraal 5 mg";false;true;"_";true;false;false;true;false
"2399657";"AFAA";"0000729";"G";"1412-1636";"O";"Amlodipin Sandoz tabl. (deelb.) Besilaat 100x 10mg";"_";"00006";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";24.0300;"_";"_";"_";"_";"tabl. (deelb.) Besilaat";6.6900;6.6900;3.9800;"1651";"amlodipine oraal 10 mg";false;true;"_";true;false;false;true;false
"2399665";"AFAA";"0000729";"G";"1412-1636";"O";"Amlodipin Sandoz tabl. (deelb.) Besilaat 30x 10mg";"_";"00006";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";10.0700;"_";"_";"_";"_";"tabl. (deelb.) Besilaat";6.4700;1.9400;1.1600;"1651";"amlodipine oraal 10 mg";false;true;"_";true;false;false;true;false
"2572998";"JCAAF";"0008219";"G";"24422-1818";"O";"Sertraline Teva filmomh. tabl. (deelb.) 100x 100mg";"_";"00007";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";28.9600;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";7.8600;7.8600;4.6800;"28597";"sertraline oraal 100 mg";false;true;"_";true;false;false;true;false
"2573038";"JCAAF";"0008219";"G";"24422-1818";"O";"Sertraline Teva filmomh. tabl. (deelb.) 60x 100mg";"_";"00007";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";16.2000;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";6.7500;4.0500;2.4300;"28597";"sertraline oraal 100 mg";false;true;"_";true;false;false;true;false
"2573053";"JCAAF";"0008219";"G";"24422-1818";"O";"Sertraline Teva filmomh. tabl. (deelb.) 60x 50mg";"_";"00007";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";16.2000;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";6.7500;4.0500;2.4300;"28613";"sertraline oraal 50 mg";false;true;"_";true;false;false;true;false
"2573079";"JCAAF";"0008219";"G";"24422-1818";"O";"Sertraline Teva filmomh. tabl. (deelb.) 100x 50mg";"_";"00007";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";28.9600;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";7.8600;7.8600;4.6800;"28613";"sertraline oraal 50 mg";false;true;"_";true;false;false;true;false
"2173235";"JCAAA";"0008169";"G";"5520-1818";"O";"Citalopram Teva filmomh. tabl. (deelb.) 56x 20mg";"_";"00007";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";15.4200;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";6.7500;3.7800;2.2700;"6809";"citalopram oraal 20 mg";false;true;"_";true;false;false;true;false
"2695898";"JGCCA";"0018754";"_";"13144-562";"O";"Inovelon filmomh. tabl. (deelb.) 60x 200mg";"_";"00007";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"filmomh. tabl. (deelb.)";0.0000;0.0000;0.0000;"28142";"rufinamide oraal 200 mg [no switch: nauwe TT marge]";false;false;"_";false;false;false;true;false
"2556504";"EAGE";"0017616";"B";"11478-1347";"O";"Galvus tabl. 60x 50mg";"_";"00002";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";48.4100;"_";"_";"_";"_";"tabl.";0.0000;0.0000;0.0000;"32151";"vildagliptine oraal 50 mg";false;false;"_";true;false;false;true;false
"2567378";"JCAAA";"0008169";"G";"5520-1818";"O";"Citalopram Teva filmomh. tabl. (deelb.) 98x 20mg";"_";"00007";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";28.5200;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";7.9200;7.7600;4.6200;"6809";"citalopram oraal 20 mg";false;true;"_";true;false;false;true;false
"3056090";"JCAAA";"0008169";"G";"5520-1818";"O";"Citalopram Teva filmomh. tabl. (deelb.) 100x 40mg";"_";"00007";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";28.9600;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";7.8600;7.8600;4.6800;"6833";"citalopram oraal 40 mg";false;true;"_";true;false;false;true;false
"2410447";"IAABB";"0006866";"_";"12765-1818";"O";"Ibuprofen Teva 2% siroop susp. 200ml 100mg/5ml";"_";"00158";"_";1;"x";200.0000;"ml";"_";"_";0.0000;"_";"_";"_";"_";"_";7.1800;"_";"_";"_";"_";"siroop susp.";3.5900;7.1800;7.1800;"16220";"ibuprofen oraal 100 mg / 5 ml";false;false;"_";false;false;false;true;false
"2695906";"JGCCA";"0018754";"_";"13144-562";"O";"Inovelon filmomh. tabl. (deelb.) 200x 400mg";"_";"00007";"_";200;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"filmomh. tabl. (deelb.)";0.0000;0.0000;0.0000;"28159";"rufinamide oraal 400 mg [no switch: nauwe TT marge]";false;false;"_";false;false;false;true;false
"2760007";"TCA";"0016485";"_";"6866-1412";"O";"Cystadane oploss. (pdr.) 180g";"_";"00043";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"oploss. (pdr.)";0.0000;0.0000;0.0000;"3376";"betaïne oraal 180 g";false;false;"_";false;false;false;true;false
"2442168";"KBCB";"0010470";"G";"13748-216";"O";"Itraconazol Apotex harde caps. 28x 100mg";"_";"00011";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";20.4400;"_";"_";"_";"_";"harde caps.";19.6800;5.5100;3.3000;"17681";"itraconazol oraal 100 mg";false;true;"_";true;false;false;true;false
"2476265";"TCA";"0016485";"_";"8797-1727";"O";"Elaprase inf. oploss. (conc.) i.v. [flac.] 1x 6mg/3ml";"_";"00016";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"16428";"idursulfase infusie 6 mg / 3 ml [NOVOS: biological]";true;false;"_";false;false;false;true;false
"2425189";"MGA";"0013227";"_";"25114-406";"O";"Sprycel filmomh. tabl. 60x 20mg";"_";"00009";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"8375";"dasatinib oraal 20 mg [no switch: onco]";false;false;"_";false;false;false;true;false
"2425197";"MGA";"0013227";"_";"25114-406";"O";"Sprycel filmomh. tabl. 60x 50mg";"_";"00009";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"8383";"dasatinib oraal 50 mg [no switch: onco]";false;false;"_";false;false;false;true;false
"2425213";"MGA";"0013227";"_";"25114-406";"O";"Sprycel filmomh. tabl. 60x 70mg";"_";"00009";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"8391";"dasatinib oraal 70 mg [no switch: onco]";false;false;"_";false;false;false;true;false
"2687481";"JGCDA";"0009050";"_";"7526-323";"O";"Diacomit harde caps. 60x 250mg";"_";"00011";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"harde caps.";0.0000;0.0000;0.0000;"29181";"stiripentol oraal 250 mg [no switch: nauwe TT marge]";false;false;"_";false;false;false;true;false
"2687507";"JGCDA";"0009050";"_";"7526-323";"O";"Diacomit harde caps. 60x 500mg";"_";"00011";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"harde caps.";0.0000;0.0000;0.0000;"29199";"stiripentol oraal 500 mg [no switch: nauwe TT marge]";false;false;"_";false;false;false;true;false
"2687515";"JGCDA";"0009050";"_";"7526-323";"O";"Diacomit susp. (pdr., zakjes) 60x 250mg";"_";"00177";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"susp. (pdr., zakjes)";0.0000;0.0000;0.0000;"29181";"stiripentol oraal 250 mg [no switch: nauwe TT marge]";false;false;"_";false;false;false;true;false
"2687523";"JGCDA";"0009050";"_";"7526-323";"O";"Diacomit susp. (pdr., zakjes) 60x 500mg";"_";"00177";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"weesgeneesmiddel";"_";"_";"susp. (pdr., zakjes)";0.0000;0.0000;0.0000;"29199";"stiripentol oraal 500 mg [no switch: nauwe TT marge]";false;false;"_";false;false;false;true;false
"2442143";"KBCB";"0010470";"G";"13748-216";"O";"Itraconazol Apotex harde caps. 4x 100mg";"_";"00011";"_";4;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";7.4200;"_";"_";"_";"_";"harde caps.";25.5000;1.0200;0.6100;"17681";"itraconazol oraal 100 mg";false;true;"_";true;false;false;true;false
"2442150";"KBCB";"0010470";"G";"13748-216";"O";"Itraconazol Apotex harde caps. 15x 100mg";"_";"00011";"_";15;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";14.7900;"_";"_";"_";"_";"harde caps.";23.7300;3.5600;2.1300;"17681";"itraconazol oraal 100 mg";false;true;"_";true;false;false;true;false
"2442630";"FDAA";"0005777";"_";"20511-661";"O";"Pabal inj. oploss. i.v. [amp.] 5x 100µg/1ml";"_";"00155";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj. oploss. i.v. [amp.]";0.0000;0.0000;0.0000;"5181";"carbetocine injectie 100 µg / 1 ml";false;false;"_";false;false;false;true;false
"2663649";"CGCA";"0003442";"_";"16964-1453";"O";"Mezavant maagsapresist. tabl. verl. afgifte 60x 1,2g";"_";"00794";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";81.3200;"_";"_";"_";"_";"maagsapresist. tabl. verl. afgifte";135.5300;81.3200;81.3200;"20552";"mesalazine oraal (gereg. afgifte) 1,2 g [no switch: mesalazine en sulfasalazine]";false;false;"_";false;false;false;true;false
"2442176";"KBCB";"0010470";"G";"13748-216";"O";"Itraconazol Apotex harde caps. 60x 100mg";"_";"00011";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";45.4500;"_";"_";"_";"_";"harde caps.";19.6500;11.7900;7.0100;"17681";"itraconazol oraal 100 mg";false;true;"_";true;false;false;true;false
"2442218";"JGBAB";"0008839";"G";"20420-1289";"O";"Oxcarbazepine Mylan filmomh. tabl. (deelb.) 50x 600mg";"_";"00007";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";23.1100;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";0.0000;0.0000;0.0000;"24125";"oxcarbazepine oraal 600 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2967172";"CDBB";"0002931";"_";"30148-1636";"O";"Zofsetron inj./inf. oploss. [amp.] 5x 4mg/2ml";"_";"00101";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. oploss. i.m./i.v. [amp.]";0.0000;0.0000;0.0000;"23911";"ondansetron injectie/infusie 4 mg / 2 ml";false;false;"_";false;false;false;true;false
"2967180";"CDBB";"0002931";"_";"30148-1636";"O";"Zofsetron inj./inf. oploss. [amp.] 5x 8mg/4ml";"_";"00101";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. oploss. i.m./i.v. [amp.]";0.0000;0.0000;0.0000;"23945";"ondansetron injectie/infusie 8 mg / 4 ml";false;false;"_";false;false;false;true;false
"2588945";"JGADA";"0008797";"G";"27003-1636";"O";"Topiramate Sandoz filmomh. tabl. 60x 25mg";"_";"00009";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";14.3600;"_";"_";"_";"_";"filmomh. tabl.";5.6800;3.4100;2.0500;"30916";"topiramaat oraal 25 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2588952";"JGADA";"0008797";"G";"27003-1636";"O";"Topiramate Sandoz filmomh. tabl. 100x 25mg";"_";"00009";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";19.5700;"_";"_";"_";"_";"filmomh. tabl.";5.2100;5.2100;3.1200;"30916";"topiramaat oraal 25 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2414936";"GBAA";"0006205";"_";"901-1636";"O";"Alfuzosine Sandoz tabl. verl. afgifte 60x 5mg";"_";"00044";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";27.1800;"_";"_";"_";"_";"tabl. verl. afgifte";45.3000;27.1800;27.1800;"927";"alfuzosine oraal (gereg. afgifte) 5 mg";false;false;"_";false;false;false;true;false
"2414944";"GBAA";"0006205";"_";"901-1636";"O";"Alfuzosine Sandoz tabl. verl. afgifte 60x 10mg";"_";"00044";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";37.3800;"_";"_";"_";"_";"tabl. verl. afgifte";62.3000;37.3800;37.3800;"919";"alfuzosine oraal (gereg. afgifte) 10 mg";false;false;"_";false;false;false;true;false
"2414969";"GBAA";"0006205";"_";"901-1636";"O";"Alfuzosine Sandoz tabl. verl. afgifte 30x 10mg";"_";"00044";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";18.5000;"_";"_";"_";"_";"tabl. verl. afgifte";61.6700;18.5000;18.5000;"919";"alfuzosine oraal (gereg. afgifte) 10 mg";false;false;"_";false;false;false;true;false
"2415867";"JCBCA";"0008078";"B";"29314-828";"O";"Wellbutrin tabl. geregul. afgifte XR 30x 150mg";"_";"00864";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";28.8500;"_";"_";"_";"_";"tabl. geregul. afgifte XR";26.1300;7.8400;4.6600;"4580";"bupropion oraal (gereg. afgifte) (antidepressivum) 150 mg";false;false;"_";true;false;false;true;false
"2464550";"JCBCA";"0008078";"B";"29314-828";"O";"Wellbutrin tabl. geregul. afgifte XR 90x 150mg";"_";"00864";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";60.2600;"_";"_";"_";"_";"tabl. geregul. afgifte XR";16.4400;14.8000;9.1000;"4580";"bupropion oraal (gereg. afgifte) (antidepressivum) 150 mg";false;false;"_";true;false;false;true;false
"2588960";"JGADA";"0008797";"G";"27003-1636";"O";"Topiramate Sandoz filmomh. tabl. 60x 50mg";"_";"00009";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";20.8400;"_";"_";"_";"_";"filmomh. tabl.";9.4000;5.6400;3.3900;"30924";"topiramaat oraal 50 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2588978";"JGADA";"0008797";"G";"27003-1636";"O";"Topiramate Sandoz filmomh. tabl. 100x 50mg";"_";"00009";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";25.0300;"_";"_";"_";"_";"filmomh. tabl.";6.9300;6.9300;4.1200;"30924";"topiramaat oraal 50 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2588994";"JGADA";"0008797";"G";"27003-1636";"O";"Topiramate Sandoz filmomh. tabl. 100x 100mg";"_";"00009";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";45.1100;"_";"_";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"30882";"topiramaat oraal 100 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2589083";"JGADA";"0008797";"G";"27003-1636";"O";"Topiramate Sandoz filmomh. tabl. 100x 200mg";"_";"00009";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";83.4300;"_";"_";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"30908";"topiramaat oraal 200 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"2420651";"GBBB";"0006254";"_";"10264-612";"O";"Finasteride EG filmomh. tabl. 30x 5mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";28.5400;"_";"_";"_";"_";"filmomh. tabl.";95.1300;28.5400;28.5400;"12906";"finasteride oraal 5 mg";false;false;"_";false;false;false;true;false
"2420677";"GBBB";"0006254";"_";"10264-612";"O";"Finasteride EG filmomh. tabl. 60x 5mg";"_";"00009";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";39.6000;"_";"_";"_";"_";"filmomh. tabl.";66.0000;39.6000;39.6000;"12906";"finasteride oraal 5 mg";false;false;"_";false;false;false;true;false
"2420644";"GBBB";"0006254";"_";"10264-612";"O";"Finasteride EG filmomh. tabl. 100x 5mg";"_";"00009";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";59.3000;"_";"_";"_";"_";"filmomh. tabl.";59.3000;59.3000;59.3000;"12906";"finasteride oraal 5 mg";false;false;"_";false;false;false;true;false
"2379071";"KABBB";"0009845";"G";"5652-1818";"O";"Clarithromycine Teva filmomh. tabl. 20x 500mg";"_";"00009";"_";20;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c";16.1100;"_";"_";"_";"_";"filmomh. tabl.";40.1500;8.0300;8.0300;"6940";"clarithromycine oraal 500 mg";false;true;"_";true;false;false;true;false
"2464568";"JCBCA";"0008078";"B";"29314-828";"O";"Wellbutrin tabl. geregul. afgifte XR 90x 300mg";"_";"00864";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";102.1900;"_";"_";"_";"_";"tabl. geregul. afgifte XR";16.4400;14.8000;9.8000;"4606";"bupropion oraal (gereg. afgifte) (antidepressivum) 300 mg";false;false;"_";true;false;false;true;false
"2797389";"CFCB";"0017558";"_";"12864-943";"U";"Imodium Duo 2/133 tabl. 18x";"_";"00002";"_";18;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";11.9300;"_";"_";"_";"_";"tabl.";66.2800;11.9300;11.9300;"19737";"loperamide + simeticon oraal 2 mg + 133 mg";false;false;"_";false;false;false;true;false
"2470953";"IABAA";"0007054";"_";"29231-828";"O";"Voltaren transderm. lok. gel Emulgel 60g 10mg/1g";"_";"00304";"_";1;"x";60.0000;"g";"_";"_";0.0000;"_";"_";"_";"_";"_";13.7000;"_";"_";"_";"_";"transderm. lok. gel Emulgel";22.8300;13.7000;13.7000;"9019";"diclofenac natrium gel transdermaal lokaal 10 mg / 1 g [no switch: lokaal]";false;false;"_";false;false;false;true;false
"2470961";"IABAA";"0007054";"_";"29231-828";"O";"Voltaren transderm. lok. gel Emulgel 120g 10mg/1g";"_";"00304";"_";1;"x";120.0000;"g";"_";"_";0.0000;"_";"_";"_";"_";"_";19.4800;"_";"_";"_";"_";"transderm. lok. gel Emulgel";16.2300;19.4800;19.4800;"9019";"diclofenac natrium gel transdermaal lokaal 10 mg / 1 g [no switch: lokaal]";false;false;"_";false;false;false;true;false
"2434611";"JCDC";"0008110";"G";"17426-1636";"O";"Mirtazapine Sandoz orodisp. tabl. 30x 15mg";"_";"00227";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";12.5700;"_";"_";"_";"_";"orodisp. tabl.";9.3300;2.8000;1.6800;"21741";"mirtazapine oraal 15 mg";false;true;"_";true;false;false;true;false
"2434629";"JCDC";"0008110";"G";"17426-1636";"O";"Mirtazapine Sandoz orodisp. tabl. 50x 15mg";"_";"00227";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";16.0200;"_";"_";"_";"_";"orodisp. tabl.";7.9800;3.9900;2.3900;"21741";"mirtazapine oraal 15 mg";false;true;"_";true;false;false;true;false
"2434637";"JCDC";"0008110";"G";"17426-1636";"O";"Mirtazapine Sandoz orodisp. tabl. 100x 15mg";"_";"00227";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";29.7600;"_";"_";"_";"_";"orodisp. tabl.";8.0500;8.0500;4.7900;"21741";"mirtazapine oraal 15 mg";false;true;"_";true;false;false;true;false
"2434645";"JCDC";"0008110";"G";"17426-1636";"O";"Mirtazapine Sandoz orodisp. tabl. 30x 30mg";"_";"00227";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";19.9300;"_";"_";"_";"_";"orodisp. tabl.";17.7700;5.3300;3.2000;"21758";"mirtazapine oraal 30 mg";false;true;"_";true;false;false;true;false
"2434652";"JCDC";"0008110";"G";"17426-1636";"O";"Mirtazapine Sandoz orodisp. tabl. 50x 30mg";"_";"00227";"_";50;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";23.0000;"_";"_";"_";"_";"orodisp. tabl.";12.8800;6.4400;3.8400;"21758";"mirtazapine oraal 30 mg";false;true;"_";true;false;false;true;false
