"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"5819-216";"0001875";"BAABA";"Clopidogrel Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9688-828";"0014290";"OBCA";"Eumovate";"00828";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"5850-1818";"0001875";"BAABA";"Clopidogrel Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18580-1602";"0018721";"OAAF";"Neo-Sabenyl";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5793-2097";"0005827";"FEAA";"Clomid";"02097";false;"_";"_";"O";"O";0;0;false;false;false;true;false
"21212-1693";"0005827";"FEAA";"Pergotime";"01693";false;"_";"_";"O";"O";0;0;false;false;false;true;false
"24281-1602";"0018085";"JADB";"Seneuval";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4010-182";"0009274";"JIACA";"Cafergot";"00182";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6700-1826";"0015180";"PBCA";"Cromabak";"01826";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19869-1818";"0002576";"CAABC";"Omeprazol Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20099-1164";"0015180";"PBCA";"Opticrom";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12948-1602";"0004093";"DBCA";"Inalpin";"01602";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"6247-75";"0007153";"ICAA";"Colchicine Opocalcium";"00075";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1040-1925";"0015180";"PBCA";"Allergo-COMOD";"01925";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18721-1180";"0018200";"NBIA";"Neurobion";"01180";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31757-1743";"0018200";"NBIA";"Befact";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29116-1784";"0019547";"NBFA";"Vitamine B12 Sterop";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17665-1826";"0018515";"PEDB";"Monoprost";"01826";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21808-2485";"0001578";"ALAC";"Pravastatin Actavis";"02485";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27490-1115";"0018200";"NBIA";"Tribvit";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3723-1602";"0003905";"DBAA";"Bromophar";"01602";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"6254-1446";"0001651";"ALCA";"Colestid";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22525-406";"0001669";"ALCB";"Questran";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13607-1750";"0014688";"OIA";"Iruxol Mono";"01750";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11817-1115";"0003905";"DBAA";"Glottyl";"01115";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"27110-1602";"0003905";"DBAA";"Toularynx Codeini";"01602";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"27144-1800";"0003905";"DBAA";"Toux-San Codeine";"01800";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"2550-224";"0018101";"JADC";"Aubeline";"00224";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6957-1818";"0017095";"MADB";"Dacarbazine Medac";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6791-125";"0015271";"PDB";"Cyclogyl";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6809-273";"0015271";"PDB";"Cyclopentolaat hydrochloride Minims";"00273";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7559-299";"0004853";"ECEB";"Diane";"00299";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"8862-1289";"0004853";"ECEB";"Elisamylan";"01289";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"1693-299";"0004838";"ECEA";"Androcur";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6890-844";"0012849";"MBCC";"Cytarabine Hospira";"00844";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6908-1446";"0012849";"MBCC";"Cytosar";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11163-1446";"0002022";"BABABA";"Fragmin";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5678-1636";"0004853";"ECEB";"Claudia";"01636";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"7096-1222";"0004853";"ECEB";"Daphne";"01222";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"7278-1271";"0012849";"MBCC";"Depocyte";"01271";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20149-1602";"0013722";"NBLA";"Optovit E";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7336-1347";"0016444";"TACBA";"Desferal";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24307-356";"0009977";"KAIB";"Septopal";"00356";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15842-1636";"0007625";"JAAO";"Lormetazepam Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20222-232";"0002071";"BABACA";"Orgaran";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7070-1321";"0009118";"JHD";"Dantrium";"01321";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8888-737";"0013367";"NABA";"Elmex Medical Gel";"00737";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10256-1453";"0016444";"TACBA";"Ferriprox";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19232-1073";"0016543";"JCBAG";"Nortrilen";"01073";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28688-1446";"0019430";"GCCB";"Verventi";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22681-885";"0000976";"AGAI";"Ramipril EG";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9746-2170";"0002394";"BBDA";"Evicel";"02170";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17871-612";"0010199";"KAEC";"Moxifloxacine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1149-1636";"0009175";"JIAAA";"Almotriptan Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30932-1636";"0007344";"IEBG";"Alendronaat + Calcium/Vitamine D Combi Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27011-1164";"0004093";"DBCA";"Toplexil";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2113-281";"0002394";"BBDA";"Artiss";"00281";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16584-1636";"0009399";"JKBA";"Memantine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7211-1818";"0005355";"FBAAC";"Denise 30";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27409-612";"0008136";"JCDD";"Trazodone EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5397-1818";"0012062";"LCADA";"Ciqorin";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9423-612";"0008177";"JCAAB";"Escitalopram EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25726-1347";"0013227";"MGA";"Tafinlar";"01347";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"16550-26";"0009399";"JKBA";"Memantine Abdi";"00026";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8185-2014";"0020370";"FIA";"Donnafyta Premens";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31195-745";"0009910";"KACA";"Efracea";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19638-2360";"0018671";"TDA";"Oculo-Heel";"02360";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31534-2204";"0002246";"BBAA";"Recombinate";"02204";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24554-1222";"0019430";"GCCB";"Sildenon";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4986-2097";"0012948";"MCAA";"Cerubidine";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20255-2097";"0016014";"QDAA";"Oro Rhinathiol";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1743-976";"0016014";"QDAA";"Anginol";"00976";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1750-976";"0016030";"QDBA";"Anginol-Lidocaine";"00976";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2543-2097";"0020677";"LCBPA";"Aubagio";"02097";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"11577-1636";"0012864";"MBCF";"Gemcitabin Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31401-1636";"0007344";"IEBG";"Risedronaat + Calcium/Vitamine D Combipack Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7377-612";"0012385";"LDAAC";"Desloratadine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7344-1636";"0012385";"LDAAC";"Desloratadin Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28209-1933";"0018085";"JADB";"Valdispert Sleep";"01933";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17228-1446";"0000042";"AAAA";"Minipress";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"315-877";"0002576";"CAABC";"Acidozol";"00877";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22491-1115";"0016030";"QDBA";"Pyralvex";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17202-1164";"0015248";"PCA";"Minhavez";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22863-1446";"0002246";"BBAA";"Refacto AF";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21386-1362";"0004093";"DBCA";"Pholco-Mereprine";"01362";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21337-141";"0012542";"LDBA";"Pharmalgen Wasp";"00141";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7393-661";"0017673";"EEBA";"Desmopressine Ferring";"00661";false;"_";"_";"M";"M";0;0;false;false;false;true;false
"7401-1818";"0017673";"EEBA";"Desmopressine Teva";"01818";false;"_";"_";"M";"M";0;0;false;false;false;true;false
"19596-661";"0017673";"EEBA";"Octostim";"00661";false;"_";"_";"M";"M";0;0;false;false;false;true;false
"4945-1263";"0019422";"FBBAA";"Cerazette";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4044-1800";"0013409";"IEAA";"Calci-Chew";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18234-1818";"0019422";"FBBAA";"Nacrez";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15172-1636";"0005546";"FBDA";"Levodonna";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32052-1818";"0005843";"FEBA";"Ovaleap";"01818";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"19083-885";"0001479";"AJD";"Nootropil";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24976-794";"0020552";"KDEF";"Sovaldi";"00794";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"32003-1354";"0002246";"BBAA";"NovoEight";"01354";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"10777-1784";"0015537";"PHA";"Fluoresceine Sterop";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17442-745";"0020347";"OFA";"Mirvaso";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24737-935";"0020412";"KAHEA";"Sirturo";"00935";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"26690-1636";"0005728";"FCCA";"Tibolinia";"01636";false;"_";"_";"A";"A";0;0;false;false;false;true;false
"30718-513";"0021154";"BBAE";"Cluvot";"00513";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"24182-1867";"0018101";"JADC";"Sedistress";"01867";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32102-141";"0021196";"LDCA";"Soluprick Negatieve Controle";"00141";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9407-1743";"0008177";"JCAAB";"Escidivule";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30593-1636";"0010058";"KAKAA";"Linezolid Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"539-1636";"0012146";"LCAFC";"Adoport";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26096-1529";"0008821";"JGBAA";"Tegretol";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30999-1222";"0004853";"ECEB";"Daphne Continu";"01222";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"31526-117";"0000786";"AFAH";"Nicardipine Aguettant";"00117";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6478-885";"0006619";"HCAM";"Contramal";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31591-612";"0008698";"JFFA";"Levodopa / Carbidopa / Entacapone EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19802-935";"0020495";"KDEE";"Olysio";"00935";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"27128-1602";"0003913";"DBAB";"Toularynx Dextromethorphan";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19950-1636";"0005074";"EECA";"Omnitrope";"01636";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"31005-331";"0012252";"LCBLA";"Plegridy";"00331";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"31468-1370";"0002246";"BBAA";"Nuwiq";"01370";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"32557-2139";"0020602";"DACA";"Ipratropiumbromide / Salbutamol Cipla ";"02139";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13227-828";"0001958";"BAADB";"Integrilin";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31013-935";"0013227";"MGA";"Imbruvica";"00935";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"31088-745";"0021329";"OFB";"Soolantra";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32045-257";"0013243";"MHA";"Lynparza";"00257";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"5736-299";"0005702";"FCBAA";"Climodien";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30692-125";"0015164";"PBBA";"Nevanac";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31153-1396";"0004093";"DBCA";"Bronchostop Duo";"01396";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31476-59";"0021378";"KDEC";"Exviera";"00059";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"31484-59";"0021360";"KDEK";"Viekirax";"00059";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"22608-1529";"0003707";"DADAA";"Qvar";"01529";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"31831-802";"0005843";"FEBA";"Fertinorm";"00802";true;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"31633-1867";"0015800";"QCACA";"Anticold";"01867";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31864-612";"0008086";"JCBBA";"Duloxetine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31880-1289";"0008086";"JCBBA";"Duloxetine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32623-1636";"0007922";"JBDA";"Aripiprazol Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9142-1024";"0003392";"CGAA";"Entocort";"01024";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"31146-1396";"0004077";"DBBDA";"Bronchostop";"01396";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32292-1636";"0020289";"JGBCA";"Pregabaline Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33050-1404";"0025585";"ACCA";"Simdax";"01404";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28100-1784";"0006387";"GDA";"Uropyrine";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18390-1446";"0008250";"JCCA";"Nardelzine";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33076-190";"0025528";"ALGB";"Repatha";"00190";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"33084-1958";"0025551";"CDDA";"Akynzeo";"01958";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"33092-117";"0025569";"AIAF";"Phenylephrine Aguettant";"00117";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33100-1289";"0001875";"BAABA";"Clopidogrel Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33118-182";"0002741";"CCAA";"Ursodeoxycholic Acid Amdipharm";"00182";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33126-372";"0025577";"DAABC";"Striverdi";"00372";true;"_";"_";"B2";"B2";0;0;false;false;false;true;false
"33134-1743";"0003780";"DAEA";"Zephirus";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33142-372";"0004002";"DBBAA";"Bisolaclar";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33159-2469";"0005363";"FBAAD";"Serisima Continu";"02469";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33167-1784";"0006692";"HCAJ";"Pethisom";"01784";false;"_";"_";"N";"N";0;0;false;false;true;true;false
"28076-1867";"0006387";"GDA";"Urocystil";"01867";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9175-1446";"0008946";"JGBEA";"Epanutin";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"703-174";"0006791";"IAAAA";"Air-Tal";"00174";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18218-2097";"0016485";"TCA";"Myozyme";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25700-1800";"0002394";"BBDA";"Tachosil";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23176-1784";"0002634";"CABA";"Restofit";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24919-729";"0018317";"TACAA";"Sorbisterit";"00729";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28068-1958";"0018499";"LACKA";"Uro-Vaxom";"01958";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10637-1818";"0010462";"KBCA";"Fluconazole Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10561-216";"0010462";"KBCA";"Fluconazol Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10587-711";"0010462";"KBCA";"Fluconazol Fresenius Kabi";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7542-2618";"0000547";"ADCA";"Diamox";"02618";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"3772-1172";"0004002";"DBBAA";"Bronchocil";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"216-1636";"0004002";"DBBAA";"Acetylcysteine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10645-2097";"0012781";"MBBC";"Fludara";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10660-1818";"0012781";"MBBC";"Fludarabine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10652-1636";"0012781";"MBBC";"Fludarabine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20701-2022";"0015693";"QADA";"Panotile";"02022";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"2972-1222";"0007260";"IEBA";"Beenos";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10710-612";"0007583";"JAAJ";"Flunitrazepam EG";"00612";false;"_";"_";"_";"_";0;0;false;true;false;true;false
"10769-273";"0015537";"PHA";"Natriumfluoresceine Minims";"00273";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10751-2428";"0015537";"PHA";"Fluoresceine Faure";"02428";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5579-1529";"0009530";"KAAACB";"Clamoxyl";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2568-1529";"0009548";"KAAACC";"Augmentin";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10538-1115";"0015149";"PBAA";"Fluacort";"01115";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"10553-125";"0015149";"PBAA";"Flucon";"00125";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"10967-166";"0015149";"PBAA";"FML Liquifilm";"00166";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"10868-1446";"0012823";"MBCE";"Fluroblastine";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8789-1115";"0014928";"OLE";"Efudix";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10793-216";"0008185";"JCAAC";"Fluoxetine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22418-570";"0008185";"JCAAC";"Prozac";"00570";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22418-885";"0008185";"JCAAC";"Prozac";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24588-1347";"0012047";"LCACA";"Simulect";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21097-1941";"0018002";"KAAAAA";"Penadur L.A.";"01941";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19331-1115";"0003715";"DADAB";"Novolizer Budesonide";"01115";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"4739-1818";"0009704";"KAABCA";"Cefotaxime Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5561-2097";"0009704";"KAABCA";"Claforan";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8532-620";"0009977";"KAIB";"Duracoll";"00620";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27714-547";"0016345";"SCA";"Tuberculin PPD RT23 SSI";"00547";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12898-2097";"0011270";"LAAAA";"Imovax Polio";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24711-1347";"0009126";"JHE";"Sirdalud";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12187-2386";"0009845";"KABBB";"Heliclar";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3798-943";"0003905";"DBAA";"Bronchosedal Codeine";"00943";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"27748-828";"0011379";"LACCA";"Twinrix";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25973-1982";"0009415";"JKCA";"Tavonin";"01982";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25858-927";"0009415";"JKCA";"Tanakan";"00927";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6502-1818";"0012211";"LCBJA";"Copaxone";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7088-2097";"0004341";"EACA";"Daonil";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7088-885";"0004341";"EACA";"Daonil";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"430-596";"0017483";"BACC";"Actosolv";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11486-1115";"0007021";"IAAFA";"Gambaran";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5058-1909";"0012369";"LDAAB";"Cetirizine UCB";"01909";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22806-943";"0012369";"LDAAB";"Reactine";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10421-968";"0003145";"CECCA";"Cleen Phospho-Soda";"00968";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19414-1354";"0002279";"BBAG";"NovoSeven";"01354";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23598-596";"0021055";"RAFA";"Robinul";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23606-596";"0021055";"RAFA";"Robinul-Neostigmine";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30163-257";"0005876";"ECGB";"Zoladex";"00257";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"14308-1628";"0002923";"CDBA";"Kytril";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17178-1545";"0008235";"JCEA";"Millepertuis Sint-Janskruid Pierre Fabre Medicament";"01545";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30007-1180";"0008235";"JCEA";"Zibrine";"01180";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13664-125";"0015511";"PGA";"Isopto Tears";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12666-1289";"0007294";"IEBC";"Ibandronate Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5728-299";"0005744";"FCDA";"Climen";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6767-828";"0014274";"OBBA";"Cutivate";"00828";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"17806-2014";"0006809";"IAAAB";"Motifene";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27391-299";"0014076";"OACC";"Travogen";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24893-398";"0016360";"SDA";"Sonovue";"00398";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30403-1172";"0000984";"AGAJ";"Zopranol";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14845-372";"0007500";"JAAC";"Lendormin";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24992-174";"0003004";"CEAA";"Spagulax M";"00174";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2279-257";"0000166";"AADF";"Atacand Plus";"00257";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"10801-612";"0008185";"JCAAC";"Fluoxetine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10819-1289";"0008185";"JCAAC";"Fluoxetine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13326-398";"0016246";"SAACA";"Iomeron 300";"00398";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13334-398";"0016246";"SAACA";"Iomeron 350";"00398";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3616-265";"0013847";"OAAM";"Braunol";"00265";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11700-1347";"0018606";"LCBIA";"Gilenya";"01347";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"8854-406";"0018556";"BABDAA";"Eliquis";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7229-1529";"0008730";"JGAAA";"Depakine";"01529";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"13979-1784";"0014407";"ODA";"Kamfer Vaseline";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3814-943";"0004077";"DBBDA";"Bronchosedal Mucus";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20503-166";"0015552";"PIA";"Ozurdex";"00166";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"29579-1792";"0007443";"IFA";"Xiapex";"01792";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13888-125";"0019745";"PKA";"Jetrea";"00125";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"20867-265";"0006437";"HBAA";"Paracetamol B. Braun";"00265";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24075-299";"0003483";"CHAB";"Scheriproct";"00299";false;"_";"_";"c";"c";0;0;false;false;false;true;false
